,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2020-03-10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,3,1,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,6,6,1,3,1,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,9,8,1,3,1,1,4,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,14,13,1,5,1,2,7,1,1,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,14,13,1,5,1,2,7,1,1,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,16,17,2,5,1,2,7,1,1,1,8,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,23,23,2,5,1,2,7,1,1,1,10,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,105,119,7,12,1,4,14,1,1,1,55,3,1,1,1,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,184,216,7,12,1,7,16,1,1,1,86,3,1,1,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,229,349,11,21,1,7,29,1,1,1,101,3,2,1,1,2,2,7,6,3,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,277,477,11,21,1,7,34,1,2,1,140,6,6,1,1,2,2,14,8,5,1,1,3,2,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,329,638,12,28,1,7,42,1,2,1,175,7,11,1,3,2,2,23,9,5,1,1,5,3,1,2,1,1,1,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,428,873,15,31,1,8,50,2,3,1,225,12,15,6,5,5,3,34,13,5,1,1,8,4,1,8,1,1,2,2,3,1,1,3,3,2,1,2,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,543,1122,18,36,2,10,72,3,4,1,281,18,16,12,6,6,3,46,16,6,1,1,10,6,1,9,2,1,2,2,3,1,1,5,3,2,2,2,2,1,1,8,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,695,1389,22,41,3,13,92,4,4,1,347,21,18,17,7,7,4,63,21,6,1,1,11,7,1,10,2,1,2,2,3,1,1,10,3,1,5,3,2,3,1,13,1,5,1,1,2,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,824,1810,26,45,3,15,150,4,4,1,404,28,21,17,7,8,8,91,31,8,1,1,18,9,1,14,2,1,3,2,3,1,1,11,6,1,6,4,4,4,1,28,1,8,1,2,3,1,2,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,1018,2316,32,53,3,16,185,4,4,1,534,34,23,20,14,13,8,110,41,8,2,1,22,11,1,19,4,1,4,2,5,1,1,15,7,1,7,4,4,4,1,45,1,11,1,2,4,1,2,1,1,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,1170,2704,43,72,3,20,231,5,4,1,620,38,25,28,17,14,8,127,59,8,2,1,29,15,1,24,4,1,4,3,6,1,1,19,13,1,10,4,4,4,1,90,1,15,2,2,4,1,2,1,1,2,1,5,4,1,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,1391,3195,73,96,4,25,266,9,4,1,728,45,28,37,17,19,15,150,64,9,2,1,32,17,1,36,5,2,4,3,7,1,1,24,18,1,12,5,5,6,1,77,1,15,3,5,4,1,4,2,1,2,4,8,4,1,3,3,2,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,
2020-03-31,1620,3735,91,108,5,32,311,9,4,1,853,49,31,47,19,24,21,185,80,10,3,2,35,17,1,51,9,2,5,2,7,1,1,24,18,1,14,6,7,8,1,93,1,18,4,7,7,2,4,3,1,2,1,8,4,1,3,3,2,1,3,1,1,4,1,2,2,,,,,,,,,,,,,,,,,
2020-04-01,1910,4470,121,119,10,41,401,10,4,1,1088,58,31,56,19,33,27,249,101,12,5,2,38,23,1,71,11,2,7,2,8,1,1,30,18,1,19,7,7,8,1,161,1,22,5,7,10,2,6,3,1,2,1,11,6,1,3,3,2,2,4,3,1,5,1,2,2,1,,,,,,,,,,,,,,,,
2020-04-02,2227,5069,128,125,10,53,438,16,5,1,1332,79,35,67,19,43,37,349,113,15,5,4,40,25,1,82,14,3,6,2,9,1,1,34,26,2,24,8,7,21,1,182,1,24,5,8,12,3,5,3,1,2,2,17,6,1,5,4,3,3,4,4,1,8,1,5,2,1,1,,,,,,,,,,,,,,,
2020-04-03,2540,6096,152,136,12,66,477,18,5,1,1560,95,37,69,20,49,47,422,121,16,6,5,52,31,2,90,15,4,6,2,11,2,1,40,30,2,26,9,8,22,1,215,1,24,7,10,12,3,6,4,1,3,2,18,6,1,5,4,3,6,4,5,1,10,2,6,2,2,1,1,,,,,,,,,,,,,,
2020-04-04,2785,6762,168,153,13,85,501,24,7,1,1838,101,39,81,22,54,53,464,129,17,10,5,56,34,2,103,20,4,7,3,12,2,1,45,31,2,37,10,8,27,4,333,2,27,11,13,12,3,6,4,1,3,2,22,6,1,5,4,4,7,4,5,2,9,3,10,2,2,1,1,,,,,,,,,,,,,,
2020-04-05,3074,7518,172,165,14,94,521,30,7,1,2003,108,44,90,24,55,55,504,135,18,14,6,58,42,1,118,22,5,13,4,12,5,2,53,31,2,44,12,8,45,4,306,3,31,14,13,14,3,8,6,1,3,3,23,7,1,4,4,4,8,4,7,1,10,3,13,2,2,1,1,,,,,,,,,,,,,,
2020-04-06,3380,8270,178,177,15,110,543,30,8,2,2159,117,44,103,26,56,57,568,143,22,15,7,60,41,3,139,22,5,13,4,14,5,1,58,33,2,46,16,8,49,6,367,3,32,15,14,16,3,8,6,1,3,3,24,7,2,5,4,3,8,5,7,1,11,3,15,2,2,2,1,1,,,,,,,,,,,,,
2020-04-07,3736,9045,189,187,16,129,561,31,8,3,2414,129,52,114,28,73,61,638,155,22,18,7,64,43,3,153,26,7,14,4,15,6,1,64,41,3,55,22,10,56,9,405,4,32,19,17,17,3,9,8,1,3,3,24,9,5,6,4,3,10,6,7,1,14,3,16,2,3,2,1,1,1,,,,,,,,,,,,
2020-04-08,4007,9626,205,207,18,140,610,39,8,4,2626,152,55,126,29,82,67,713,174,24,18,7,72,51,3,186,27,7,15,4,15,6,1,67,42,3,62,22,10,64,9,363,4,36,18,22,18,3,11,8,1,3,3,27,9,5,5,4,3,10,6,8,1,16,4,18,2,3,2,1,1,1,1,,,,,,,,,,,
2020-04-09,4247,10093,222,233,19,162,637,42,9,4,2783,165,59,131,29,85,69,755,181,28,18,7,80,57,3,205,36,7,16,4,15,8,1,74,53,3,64,28,10,77,9,368,4,39,18,22,18,3,13,9,1,3,3,31,10,5,6,5,3,10,6,9,1,18,4,24,3,4,3,1,1,1,1,,,,,,,,,,,
2020-04-10,4511,10539,239,250,20,179,659,48,10,4,2973,174,61,140,29,90,69,828,196,28,19,7,88,65,3,240,41,7,17,4,16,8,1,77,57,4,70,37,10,87,9,433,4,39,21,23,20,4,14,11,1,3,3,34,12,5,6,5,3,10,6,9,1,20,4,25,3,4,3,1,2,1,1,1,,,,,,,,,,
2020-04-11,4802,10951,241,270,21,190,685,53,11,4,3164,183,64,152,31,90,71,919,206,30,19,8,94,71,4,254,41,7,21,4,17,8,1,79,57,6,75,38,13,95,9,474,5,43,21,23,21,4,14,11,1,3,4,37,12,8,7,5,4,11,7,9,1,20,4,26,4,4,3,1,2,2,2,1,1,1,,,,,,,,
2020-04-12,4915,11164,250,287,22,199,716,54,11,4,3254,183,66,171,33,91,74,955,209,31,21,8,104,74,4,274,45,7,21,4,17,9,1,84,59,6,75,39,13,101,10,480,4,47,22,23,21,4,14,11,1,3,4,54,12,12,7,6,4,10,8,9,1,21,5,27,4,4,3,1,2,2,2,1,1,1,,,,,,,,
2020-04-13,5073,11648,254,311,22,206,736,59,11,4,3418,190,69,172,34,93,74,988,225,33,23,11,105,83,4,293,45,7,21,4,17,9,1,91,68,6,77,41,14,106,10,469,4,50,24,23,22,4,15,11,1,3,4,53,12,12,7,6,5,12,8,9,1,21,5,29,4,4,3,1,2,2,3,1,1,2,1,,,,,,,
2020-04-14,5364,12209,263,325,23,211,772,60,11,4,3620,196,67,183,34,98,76,1030,238,33,23,14,111,90,4,302,45,7,21,5,17,9,1,94,85,7,79,42,14,117,10,543,4,53,26,23,22,4,17,11,1,3,4,62,13,15,7,6,5,12,8,9,2,22,5,29,4,4,3,1,2,3,3,1,1,2,1,,,,,,,
2020-04-15,5576,12560,270,355,23,221,873,64,11,5,3866,211,74,409,35,100,77,1084,260,36,25,18,123,104,5,313,47,7,21,6,17,9,1,103,93,7,81,43,16,125,10,114,4,64,27,25,26,4,18,11,2,3,4,63,17,16,7,7,5,12,9,9,2,22,7,106,4,4,3,1,2,3,3,1,1,2,1,1,,,,,,
2020-04-16,5778,13018,278,386,23,232,918,67,11,6,4069,217,82,430,44,102,84,1147,269,41,25,20,133,119,7,350,50,7,21,8,17,9,1,118,110,7,84,45,17,137,11,88,6,67,27,25,26,4,20,11,3,3,5,70,19,18,7,8,6,12,9,10,2,23,7,116,4,4,3,1,2,4,3,1,2,2,2,1,1,,,,,
2020-04-17,5901,13249,298,431,24,236,947,69,11,7,4222,223,88,448,45,103,87,1197,275,42,29,21,144,130,7,370,54,7,21,8,17,9,1,130,128,7,85,46,17,146,11,91,8,67,29,27,28,4,20,12,3,4,5,86,22,22,7,8,6,12,8,10,2,23,7,120,4,5,3,1,2,4,3,1,2,2,3,1,1,,,,,
2020-04-18,6021,13487,304,461,24,241,950,79,12,7,4328,224,98,453,54,103,88,1228,282,43,33,21,153,136,8,395,59,7,21,9,18,9,1,154,136,7,89,51,17,147,11,142,11,70,29,32,31,4,22,12,3,3,5,91,22,26,7,10,6,14,8,12,2,24,9,120,4,4,3,1,2,4,3,1,2,2,4,1,1,2,,,,
2020-04-19,6109,13708,308,504,24,244,956,82,12,8,4439,233,107,502,72,103,88,1240,285,45,41,25,158,141,8,405,61,7,21,9,18,10,1,166,143,7,90,52,17,153,11,77,11,74,32,33,32,4,24,12,4,3,6,94,22,29,8,10,6,14,9,12,2,25,11,134,5,4,3,1,2,4,3,1,14,2,4,1,1,3,,,,
2020-04-20,6178,13928,314,551,26,252,965,85,12,7,4505,236,119,529,72,104,90,1256,294,47,42,26,164,148,9,420,63,7,21,9,19,11,3,185,149,7,90,52,17,155,11,48,13,75,32,32,33,4,25,13,5,3,6,109,22,29,8,10,7,14,9,13,2,25,12,152,4,4,3,2,2,4,3,1,15,2,4,1,1,4,,,,
2020-04-21,6306,14271,335,628,26,259,1003,86,12,7,4625,241,129,550,77,105,99,1298,307,48,47,26,170,156,9,434,63,7,21,9,19,11,2,201,160,10,94,53,17,158,11,83,15,81,35,32,34,4,28,14,6,4,6,121,22,30,8,9,8,14,9,12,2,25,13,155,4,4,3,2,6,4,3,1,35,2,4,3,1,4,,,,
2020-04-22,6463,14578,350,759,26,271,1021,93,12,8,4712,247,149,588,78,106,104,1362,314,47,50,28,177,168,10,475,71,7,22,10,19,11,2,212,173,12,97,54,17,172,11,,15,87,35,32,36,4,29,13,12,4,6,123,23,32,8,9,8,14,9,12,2,27,13,250,4,5,3,2,6,5,3,1,38,2,6,4,1,4,,,,
2020-04-23,6634,15011,370,817,28,284,1069,102,13,8,4946,255,161,597,83,105,111,1387,318,51,56,28,189,177,10,508,76,7,21,10,19,11,2,229,186,12,98,54,17,177,12,71,21,90,35,34,35,4,34,13,12,4,8,125,23,43,8,10,8,14,9,12,2,27,15,252,4,5,3,2,8,5,3,2,47,2,5,4,1,4,,,,
2020-04-24,6804,15425,391,908,28,294,1082,107,13,8,5106,262,167,626,84,106,114,1434,319,50,60,29,210,190,10,535,78,8,21,10,19,12,3,266,204,13,109,55,17,181,12,92,29,90,39,34,34,4,39,14,14,4,8,130,25,46,8,10,8,15,9,12,2,27,16,439,4,5,3,2,9,5,3,2,60,2,6,4,1,4,,,,
2020-04-25,6881,15566,395,931,29,297,1111,114,13,9,5223,267,173,646,84,106,114,1452,322,51,65,28,213,191,10,546,81,8,21,10,19,13,3,280,213,14,109,55,17,181,12,0,29,92,41,34,34,4,43,14,15,4,8,129,26,45,8,11,8,17,10,12,2,27,16,689,4,5,3,2,10,5,3,3,60,2,5,4,1,4,,,,
2020-04-26,6928,15767,406,1033,32,302,1114,115,13,9,5288,273,180,650,87,109,115,1467,322,52,69,29,215,202,10,559,82,8,21,11,19,13,3,292,228,15,113,55,17,188,11,0,33,94,42,34,35,4,45,14,15,5,9,130,26,46,8,13,8,17,9,12,2,28,16,825,4,5,3,2,10,5,3,3,60,2,5,4,1,4,,,,
2020-04-27,6913,15892,413,1102,32,304,1114,122,13,9,5336,275,191,676,87,112,116,1483,327,56,72,31,217,203,11,587,90,9,21,11,19,13,3,300,234,14,114,57,17,193,11,0,41,99,42,34,36,4,49,14,15,7,10,166,27,50,10,13,8,17,9,13,2,29,15,835,4,5,3,2,11,5,3,3,60,2,5,4,1,4,,,,
2020-04-28,7012,16193,426,1307,37,309,1143,135,13,9,5430,277,210,678,88,114,119,1533,334,56,84,31,232,210,11,610,94,9,21,12,19,14,3,327,242,16,118,59,17,195,11,0,48,103,43,34,43,4,55,15,15,8,11,173,27,51,10,13,8,17,9,13,2,30,18,838,4,5,3,2,11,7,3,5,67,2,5,4,1,4,,,,
2020-04-29,7159,16514,446,1397,38,313,1159,142,13,10,5521,284,224,717,90,117,124,1564,343,59,94,34,242,219,11,633,98,10,21,16,19,15,3,348,262,22,121,60,17,196,11,0,47,108,45,34,46,4,62,14,15,9,12,173,29,54,13,16,8,17,10,13,2,30,18,841,4,6,3,2,12,8,3,5,76,2,5,4,1,6,,,,
2020-04-30,7267,16749,470,1482,40,328,1192,143,13,9,5606,287,236,735,92,118,131,1581,345,61,98,35,248,228,11,664,105,9,21,15,19,16,3,364,276,22,125,61,17,204,11,88,52,109,46,35,49,4,78,14,15,9,13,180,31,54,13,17,8,19,10,13,2,32,24,850,5,6,3,2,11,11,3,5,82,2,5,4,1,6,,,,
2020-05-01,7423,16990,483,1603,40,331,1185,150,13,9,5718,296,254,944,92,118,133,1600,351,60,104,36,263,231,11,685,106,9,21,16,19,16,3,405,288,24,127,60,17,214,11,24,51,120,50,36,54,4,82,14,16,11,14,183,30,53,21,19,8,19,10,13,2,33,26,853,5,6,3,2,11,10,3,5,82,2,5,4,1,4,,,,
2020-05-02,7475,17126,497,1700,45,336,1195,158,13,9,5761,303,261,1001,93,118,136,1620,360,62,108,39,294,235,11,701,113,9,21,14,19,17,3,442,301,26,132,61,17,214,11,217,52,127,51,36,59,4,90,14,16,14,15,184,33,57,23,21,8,19,10,13,2,38,29,855,5,6,3,2,11,12,3,5,82,2,5,5,1,5,,,,
2020-05-03,7518,17318,506,1789,44,335,1213,157,13,9,5854,311,275,1272,93,118,136,1634,369,62,113,37,300,237,11,721,113,9,21,14,19,17,3,456,304,26,131,61,17,221,11,,52,136,50,37,61,4,93,14,16,16,14,184,32,56,26,22,8,19,10,13,2,36,28,859,5,6,4,2,11,12,3,5,83,2,5,4,1,4,,,,
2020-05-04,7499,17334,506,1857,45,339,1218,161,13,9,5835,320,281,1278,93,119,137,1647,364,62,116,37,304,244,11,729,113,9,21,14,20,18,3,480,313,28,131,61,17,223,11,0,52,160,50,36,67,5,93,14,16,19,15,185,33,56,25,24,8,19,10,13,2,42,28,857,5,6,3,2,11,12,3,6,83,2,5,4,1,4,,,,
2020-05-05,7522,17411,518,1917,46,342,1225,162,13,9,5888,327,295,1301,94,120,138,1668,370,62,120,39,315,246,11,743,117,9,21,14,20,18,3,489,318,31,137,61,17,225,11,0,52,162,49,36,69,4,96,14,16,21,15,189,34,56,26,25,8,19,10,14,2,43,27,861,5,6,3,2,11,13,3,6,85,2,5,4,1,4,,,,
2020-05-06,7573,17591,539,2019,46,342,1231,176,14,9,5932,354,313,1311,95,123,141,1710,374,63,124,39,344,250,12,761,118,9,21,15,20,18,3,539,335,32,138,61,17,226,11,,53,166,51,38,68,4,101,15,16,22,15,196,35,56,26,28,8,19,10,14,2,44,27,863,5,6,4,2,11,14,3,6,86,2,5,4,1,4,,,,
2020-05-07,7624,17687,557,2079,46,342,1295,179,13,9,5976,371,331,1320,95,126,146,1731,376,63,126,41,354,252,12,773,126,9,21,15,20,18,3,561,344,34,146,61,17,229,11,22,54,193,53,38,73,4,102,15,16,23,15,198,36,56,27,31,8,19,10,15,2,47,27,864,5,6,4,2,12,15,4,6,86,2,5,4,1,4,,,,
2020-05-08,7664,17844,563,2138,46,353,1315,185,13,9,6063,383,353,1328,95,126,152,1739,382,66,130,44,376,254,12,780,130,10,21,16,20,20,3,573,344,34,151,61,17,229,11,142,54,203,51,38,81,4,106,16,16,24,15,201,39,56,27,34,9,19,10,15,2,51,27,867,5,6,5,2,11,18,4,6,86,2,5,4,1,4,,,,
2020-05-09,7692,17980,575,2216,46,353,1336,189,13,9,6124,387,373,1346,97,127,150,1750,383,66,136,49,384,258,12,781,131,10,21,16,20,20,3,591,354,34,151,61,17,230,11,75,54,205,51,37,84,4,110,16,16,25,15,203,41,57,29,34,9,19,10,14,2,65,27,870,5,6,5,2,11,19,4,6,87,2,5,4,1,4,,,,
2020-05-10,7736,18095,579,2284,46,357,1346,192,13,9,6150,389,388,1364,97,126,150,1758,384,66,150,48,391,260,12,790,134,11,21,17,20,20,3,601,367,34,152,62,18,231,11,49,55,212,51,37,88,4,111,16,16,28,15,204,41,57,36,35,9,19,10,14,2,65,27,870,5,6,5,2,11,21,4,6,87,2,5,4,1,4,,,,
2020-05-11,7752,18214,586,2335,46,358,1356,204,13,9,6172,393,420,1381,98,128,151,1765,384,66,157,51,403,268,12,810,139,11,21,17,20,20,3,622,384,35,153,62,18,232,11,37,55,213,51,38,93,4,113,16,16,30,16,211,42,57,38,36,9,19,10,14,2,65,27,871,5,6,5,2,11,21,4,6,87,2,5,4,1,4,,,,
2020-05-12,7784,18294,594,2420,47,366,1371,214,13,9,6205,399,430,1382,98,126,152,1782,385,67,161,52,411,275,12,830,162,11,21,18,21,20,3,636,401,36,152,61,17,230,11,38,55,214,51,38,94,4,113,16,16,34,15,214,43,57,38,36,9,19,10,14,2,71,28,873,5,6,5,2,11,23,4,6,87,2,5,4,1,4,,,,
2020-05-13,7830,18409,605,2450,52,373,1377,214,13,9,6245,404,444,1389,98,127,155,1784,386,67,165,54,425,280,12,850,161,11,21,18,21,20,3,643,406,37,152,61,17,233,11,20,55,227,51,38,94,4,114,16,16,38,15,213,44,57,39,36,9,19,10,14,2,76,28,875,5,6,5,2,11,22,4,6,88,2,5,4,1,4,,,,
2020-05-14,7952,18790,619,2631,52,394,1401,226,13,10,6341,415,483,1411,98,129,161,1813,388,67,168,58,470,286,14,867,163,11,21,17,23,20,3,669,435,38,155,62,17,234,11,48,56,234,51,38,100,4,117,17,16,44,16,219,46,57,40,39,9,19,10,14,2,79,29,881,5,6,5,2,11,23,4,7,88,2,5,5,1,4,,,,
2020-05-15,7994,18902,629,2709,52,399,1406,228,13,10,6383,417,501,1416,99,132,162,1835,389,69,173,56,485,290,14,878,166,11,21,17,23,21,3,679,452,41,162,62,17,237,20,75,57,234,51,38,106,4,119,18,16,46,16,222,50,57,40,38,9,19,10,14,2,82,29,883,5,6,5,2,11,25,4,8,90,2,5,6,1,4,,,,
2020-05-16,8023,19036,643,2770,53,408,1410,234,14,10,6413,420,518,1444,99,132,162,1845,391,70,174,56,500,295,14,904,165,11,21,17,23,21,4,708,468,41,166,62,17,238,20,23,58,238,52,38,110,4,121,19,16,47,17,223,53,57,47,41,9,19,11,14,2,84,30,886,5,6,5,3,11,25,4,8,91,3,5,6,1,4,,,,
2020-05-17,8043,19085,648,2829,53,403,1411,241,14,10,6455,429,531,1447,99,134,163,1866,393,70,179,56,522,301,14,914,170,11,21,17,23,21,3,707,486,43,166,62,17,239,20,340,58,240,52,39,112,5,122,18,16,50,17,225,59,57,47,44,10,19,11,14,2,86,30,887,5,6,5,3,11,26,4,8,91,3,5,6,1,4,,,,
2020-05-18,8050,19148,649,2872,57,407,1414,248,14,10,6467,433,558,1455,99,135,165,1869,394,71,186,57,528,304,15,931,172,11,21,17,23,21,3,719,513,50,167,62,17,446,20,23,59,852,52,39,115,5,122,18,16,54,17,227,60,57,54,44,10,19,11,14,2,87,31,888,5,6,5,3,11,27,4,8,91,3,5,6,1,4,,,,
2020-05-19,8078,19312,650,2938,58,412,1420,250,14,11,6477,433,573,1459,99,136,165,1891,393,76,184,58,538,308,15,941,173,11,21,17,23,21,3,739,519,51,165,62,17,463,20,76,65,856,52,39,116,5,126,19,16,58,18,235,61,57,55,44,10,19,11,15,2,90,31,888,5,6,5,3,11,27,4,8,91,3,5,6,1,4,,,,
2020-05-20,8117,19452,667,3040,62,419,1430,255,14,11,6502,438,616,1462,99,136,168,1915,395,76,191,57,552,320,17,958,174,11,21,17,23,21,3,751,530,63,167,65,18,465,20,154,71,856,52,39,116,5,127,19,16,66,20,246,66,58,61,41,10,21,11,16,2,92,32,890,6,6,5,3,11,28,4,8,91,3,5,8,1,4,,,,
2020-05-21,8125,19558,674,3149,64,422,1434,260,14,11,6530,442,632,1466,99,137,170,1926,397,76,195,57,564,327,16,969,178,11,21,17,23,21,3,762,552,71,168,65,18,465,20,219,73,858,52,39,117,5,132,19,16,69,20,249,68,58,62,42,10,21,11,17,2,92,32,891,5,6,5,3,11,29,4,8,92,3,5,9,1,4,,,,
2020-05-22,8131,19622,682,3235,65,426,1444,269,14,11,6555,455,657,1471,100,136,173,1929,398,79,197,57,571,334,17,974,177,11,21,17,23,21,3,778,561,75,168,67,18,466,20,259,76,860,52,39,120,5,138,19,16,73,20,247,73,58,68,42,10,21,11,17,2,96,32,892,5,6,5,4,11,31,4,8,93,5,5,9,1,4,,,,
2020-05-23,8192,19717,695,3312,68,429,1451,276,14,11,6592,461,673,1473,100,137,175,1936,398,79,202,59,584,339,17,983,183,11,21,17,23,21,3,793,583,79,168,70,19,470,20,256,77,861,53,39,121,5,144,19,16,74,20,238,76,58,72,42,10,21,11,17,2,100,32,893,5,6,5,4,11,31,4,8,94,5,5,10,1,4,,,,
2020-05-24,8215,19794,696,3363,67,430,1677,282,14,11,6611,461,696,1492,100,138,176,1948,399,79,210,60,587,341,17,990,185,11,21,18,23,21,3,797,590,89,168,74,19,479,20,21,77,873,54,40,121,5,146,19,16,82,20,235,77,58,75,42,10,21,11,17,2,101,32,894,5,6,5,4,11,31,4,8,95,5,5,11,1,4,,,,
2020-05-25,8226,19839,701,3389,67,431,1681,286,15,11,6628,463,709,1494,100,138,178,1961,399,79,210,61,593,347,17,998,185,11,21,18,23,21,3,801,603,91,170,74,19,477,20,20,82,873,54,40,123,5,146,19,16,84,20,235,77,58,77,42,10,21,11,17,2,102,33,895,5,6,5,4,11,31,4,8,95,6,5,11,1,4,,,,
2020-05-26,8240,19949,705,3424,67,431,1684,287,15,11,6640,464,714,1494,100,138,178,1964,400,79,212,61,596,349,17,1001,186,11,21,18,23,21,3,802,604,92,170,74,19,477,20,28,84,873,54,40,126,5,147,19,16,85,20,236,78,58,77,42,10,21,12,17,3,104,33,896,5,6,5,4,11,31,4,8,95,5,5,11,1,4,,,,
2020-05-27,8260,20022,717,3458,67,431,1688,294,15,11,6670,464,715,1495,100,142,179,1971,399,80,211,62,600,351,17,1003,186,11,21,18,23,21,3,814,606,96,169,74,19,477,20,284,89,874,54,40,131,5,148,20,16,85,21,237,79,58,80,42,11,21,12,17,4,109,33,898,5,6,5,4,11,31,4,8,95,5,5,12,1,4,,,,
2020-05-28,8281,20082,729,3544,67,438,1698,296,15,11,6698,468,744,1502,100,139,183,1983,399,81,214,62,606,357,18,1014,186,11,21,18,23,21,3,820,619,101,169,76,19,477,20,328,90,877,54,40,134,5,150,20,16,85,21,239,80,58,80,44,11,21,12,17,5,110,33,902,5,8,5,4,11,31,4,8,94,5,5,14,1,4,,,,
2020-05-29,8311,20250,734,3600,67,448,1703,302,15,11,6728,469,759,1567,100,139,185,1998,403,81,216,62,613,361,18,1019,189,11,21,18,25,21,3,833,631,103,169,76,19,477,20,494,94,878,54,41,136,5,150,21,16,85,21,239,80,58,80,44,11,21,12,17,5,112,34,904,5,8,5,4,11,32,4,8,94,7,5,14,1,4,,,,
2020-05-30,8319,20277,736,3646,67,448,1716,303,15,11,6736,468,766,1504,100,139,187,2004,403,82,217,62,618,365,18,1030,187,11,21,18,27,21,3,834,636,105,169,77,19,478,20,646,94,878,55,41,140,5,150,21,16,85,21,240,82,58,80,44,11,21,12,17,6,118,34,910,5,8,5,4,11,32,4,8,94,5,5,14,1,4,,,,
2020-05-31,8396,20438,738,3720,68,449,1720,310,15,11,6848,474,774,1806,102,139,190,2013,403,82,218,63,626,371,19,1039,187,11,21,18,27,21,3,844,643,105,169,77,19,479,20,319,94,880,56,41,144,5,152,21,16,85,21,240,83,58,80,48,11,21,12,17,6,119,34,914,5,8,5,4,11,32,4,8,94,6,5,15,1,4,,,,
2020-06-01,8407,20469,740,3753,68,511,1992,312,21,11,6860,473,862,1980,131,140,190,2015,514,82,257,63,822,372,19,1049,189,18,27,18,33,21,4,844,645,113,169,77,31,489,24,139,112,915,56,41,144,5,155,24,22,97,30,240,82,62,80,48,11,26,13,17,6,119,34,916,7,8,5,4,11,38,4,8,103,7,5,21,1,4,,,,
