,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2021-05-01,50582,3890,68000,13970,147125,58598,34570,3768,39226,19671,16946,97521,38277,30428,14758,9138,45758,17746,44286,53334,15418,32705,16364,20129,14692,1078,16801,1963,5499,24822,12470,9159,14125,13787,5741,5656,6090,8194,2069,7576,3153,7263,11341,2502,12566,7055,5939,2466,9245,290,3061,4912,3500,3648,3523,2866,5159,3764,5928,4356,,1409,3544,408,1834,1286,2809,3207
2021-05-02,50680,3898,68153,14009,147125,58699,34640,3775,39301,19714,16999,97760,38341,30485,14784,9168,45835,17774,44398,53445,15456,32775,16401,20191,14714,1079,16840,1964,5514,24870,12518,9176,14156,13822,5750,5672,6099,8209,2072,7604,3155,7279,11379,2504,12636,7071,5953,2469,9256,290,3068,4918,3507,3657,3527,2871,5174,3781,5943,4364,,1411,3554,409,1838,1287,2810,3208
2021-05-03,50743,3910,68241,14038,148031,58791,34674,3777,39343,19750,17024,97975,38386,30527,14803,9185,45865,17809,44485,53501,15476,32828,16411,20212,14725,1080,16860,1964,5520,24901,12552,9182,14171,13841,5763,5682,6103,8225,2072,7622,3157,7286,11395,2512,12672,7082,5964,2469,9268,290,3071,4922,3511,3663,3532,2874,5190,3788,5948,4373,,1411,3561,411,1844,1288,2812,3210
2021-05-04,50814,3923,68399,14094,148031,58922,34759,3794,39476,19800,17057,98197,38470,30610,14836,9210,46102,17853,44608,53603,15528,32915,16432,20257,14790,1086,16900,1966,5536,24989,12576,9210,14223,13874,5780,5693,6122,8254,2074,7639,3167,7297,11424,2513,12720,7091,5989,2479,9285,291,3079,4929,3538,3673,3541,2882,5204,3796,5952,4379,,1413,3573,411,1851,1294,2816,3219
2021-05-05,50908,3937,68508,14136,148031,59050,34822,3805,39578,19861,17089,98355,38546,30687,14865,9229,46236,17880,44732,53703,15577,33058,16472,20295,14822,1098,16929,1970,5578,25050,12596,9233,14253,13921,5799,5710,6135,8280,2077,7649,3170,7304,11438,2552,12743,7097,6015,2493,9313,293,3091,4954,3555,3682,3552,2897,5220,3807,5965,4396,,1416,3577,411,1854,1296,2818,3226
2021-05-06,51006,3948,68623,14174,149172,59142,34876,3817,39645,19887,17122,98532,38607,30751,14895,9253,46376,17943,44837,53815,15613,33111,16499,20350,14841,1099,16958,1971,5590,25106,12622,9256,14276,13964,5816,5737,6143,8296,2077,7671,3172,7317,11465,2554,12777,7118,6045,2503,9328,293,3103,4973,3577,3688,3560,2909,5237,3820,5973,4410,,1417,3583,414,1859,1299,2821,3231
2021-05-07,51114,3969,68789,14246,149172,59285,34967,3841,39752,19944,17162,98723,38733,30827,14938,9277,46537,17993,44970,53924,15660,33179,16524,20398,14860,1105,16991,1977,5614,25184,12653,9281,14315,14003,5825,5760,6169,8327,2080,7689,3180,7333,11480,2560,12826,7132,6064,2511,9356,293,3111,4983,3594,3703,3565,2912,5253,3829,5993,4429,,1418,3587,415,1863,1301,2823,3239
2021-05-08,51188,3973,68905,14280,149172,59403,35012,3853,39817,19991,17221,98969,38769,30910,14976,9293,46626,18027,45087,54036,15696,33295,16569,20456,14877,1109,17034,1979,5638,25237,12704,9303,14353,14063,5835,5783,6177,8351,2083,7717,3183,7363,11532,2565,12877,7145,6089,2518,9375,293,3118,4997,3612,3713,3574,2918,5257,3844,6004,4438,,1419,3594,417,1868,1304,2825,3246
2021-05-09,51240,3978,68963,14303,149172,59478,35039,3861,39871,20006,17241,99089,38813,30942,14988,9309,46671,18034,45139,54098,15711,33329,16578,20473,14888,1109,17052,1981,5648,25266,12713,9310,14367,14074,5840,5799,6182,8360,2086,7722,3185,7370,11552,2565,12899,7152,6100,2522,9384,293,3119,5008,3613,3715,3579,2926,5269,3853,6006,4446,,1422,3596,418,1873,1305,2826,3248
2021-05-10,51293,3983,69038,14329,149953,59531,35065,3863,39910,20019,17250,99160,38838,30974,14998,9314,46725,18045,45183,54145,15727,33347,16586,20492,14895,1110,17064,1982,5657,25288,12722,9312,14374,14090,5847,5813,6185,8368,2087,7728,3185,7378,11558,2566,12915,7175,6110,2525,9388,293,3119,5008,3616,3717,3580,2927,5272,3870,6010,4449,,1422,3597,420,1875,1307,2827,3249
2021-05-11,51348,3993,69068,14369,149953,59613,35132,3869,39960,20040,17313,99384,38911,31055,15059,9334,46845,18087,45255,54211,15767,33426,16614,20536,14971,1117,17110,1981,5667,25364,12764,9342,14427,14143,5867,5830,6209,8389,2090,7741,3196,7394,11590,2574,12984,7193,6134,2542,9405,294,3122,5017,3632,3730,3591,2934,5276,3886,6022,4461,,1422,3606,423,1878,1314,2832,3258
2021-05-12,51438,3996,69198,14399,149953,59744,35172,3880,40009,20067,17358,99567,38955,31132,15095,9349,46938,18111,45339,54308,15802,33471,16627,20559,14996,1122,17137,1983,5682,25424,12798,9360,14453,14177,5877,5842,6222,8405,2091,7761,3198,7403,11612,2578,13011,7204,6151,2551,9418,295,3128,5024,3651,3742,3603,2943,5293,3891,6034,4470,,1422,3609,425,1882,1316,2834,3262
2021-05-13,51491,4005,69301,14421,150796,59855,35216,3896,40076,20097,17378,99709,39012,31183,15125,9373,47035,18126,45420,54393,15824,33507,16655,20601,15012,1130,17155,1984,5711,25478,12820,9381,14475,14217,5883,5870,6229,8424,2096,7768,3202,7412,11635,2584,13031,7221,6158,2559,9431,295,3135,5040,3662,3750,3608,2950,5299,3900,6047,4490,,1423,3619,426,1885,1317,2836,3267
2021-05-14,51557,4013,69374,14461,150796,59944,35282,3907,40134,20128,17403,99853,39072,31242,15161,9391,47136,18145,45477,54463,15839,33547,16666,20631,15031,1134,17185,1987,5720,25533,12843,9403,14500,14250,5894,5893,6237,8439,2099,7784,3209,7425,11656,2585,13056,7237,6167,2564,9448,298,3140,5045,3672,3757,3612,2952,5310,3919,6051,4501,,1423,3626,427,1891,1320,2837,3271
2021-05-15,51614,4024,69442,14491,150796,59995,35322,3914,40178,20144,17461,100039,39121,31286,15198,9414,47214,18173,45567,54528,15866,33621,16679,20687,15046,1138,17207,1988,5730,25570,12893,9433,14524,14289,5903,5918,6249,8455,2101,7803,3222,7446,11676,2588,13102,7258,6184,2567,9459,299,3146,5047,3697,3760,3616,2959,5312,3944,6054,4510,,1424,3632,429,1895,1322,2847,3274
2021-05-16,51650,4027,69499,14511,150796,60053,35342,3915,40219,20165,17471,100130,39139,31307,15204,9422,47277,18188,45610,54577,15877,33645,16687,20711,15066,1140,17214,1990,5745,25586,12903,9438,14538,14296,5908,5928,6253,8459,2102,7809,3223,7453,11682,2588,13114,7268,6190,2570,9467,300,3147,5054,3699,3765,3619,2962,5324,3948,6057,4514,,1424,3635,429,1899,1325,2847,3277
2021-05-17,51677,4033,69552,14532,151454,60098,35355,3922,40241,20168,17478,100201,39162,31335,15213,9433,47336,18203,45654,54601,15896,33652,16689,20734,15080,1140,17230,1991,5750,25601,12917,9440,14544,14303,5912,5939,6261,8469,2102,7819,3224,7457,11683,2593,13118,7280,6199,2571,9474,300,3147,5056,3702,3767,3620,2965,5329,3957,6061,4515,,1424,3638,429,1903,1326,2847,3277
2021-05-18,51728,4042,69596,14551,151454,60125,35391,3927,40292,20201,17512,100367,39210,31387,15252,9448,47405,18226,45741,54662,15919,33735,16726,20766,15091,1150,17258,1994,5760,25670,12968,9466,14557,14356,5921,5952,6265,8480,2107,7842,3229,7479,11711,2596,13155,7296,6214,2574,9490,300,3151,5062,3705,3771,3627,2970,5338,3970,6071,4526,,1426,3647,429,1907,1330,2851,3283
2021-05-19,51759,4046,69632,14566,151454,60171,35417,3931,40318,20226,17530,100460,39240,31445,15268,9465,47459,18247,45812,54707,15933,33774,16730,20790,15109,1157,17276,1997,5765,25700,12990,9475,14577,14378,5924,5960,6271,8487,2108,7852,3231,7492,11719,2597,13174,7309,6232,2578,9496,300,3151,5067,3706,3779,3631,2978,5346,3973,6076,4529,,1428,3652,429,1911,1332,2851,3286
2021-05-20,51789,4053,69675,14574,151949,60222,35451,3944,40348,20251,17575,100600,39310,31483,15300,9475,47493,18258,45868,54738,15943,33827,16736,20810,15128,1159,17301,1998,5777,25728,13017,9489,14590,14407,5929,5977,6278,8496,2110,7877,3246,7502,11739,2600,13199,7326,6247,2580,9511,300,3157,5071,3718,3782,3633,2986,5353,3983,6084,4546,,1428,3655,428,1912,1336,2852,3291
2021-05-21,51869,4067,69757,14600,151949,60307,35509,3950,40410,20275,17614,100719,39388,31542,15322,9490,47591,18276,45968,54797,15970,33877,16747,20831,15180,1167,17325,1999,5789,25758,13060,9506,14611,14435,5940,5993,6309,8512,2115,7903,3252,7513,11755,2607,13236,7331,6258,2587,9536,301,3163,5079,3722,3793,3636,2993,5359,3990,6094,4557,,1428,3659,428,1919,1337,2854,3292
2021-05-22,51869,4067,69757,14600,151949,60307,35509,3950,40410,20275,17614,100719,39388,31542,15322,9490,47591,18276,45968,54797,15970,33877,16747,20831,15180,1167,17325,1999,5789,25758,13060,9506,14611,14435,5940,5993,6309,8512,2115,7903,3252,7513,11755,2607,13236,7331,6258,2587,9536,301,3163,5079,3722,3793,3636,2993,5359,3990,6094,4557,,1428,3659,428,1919,1337,2854,3292
2021-05-23,51959,4083,69851,14627,151949,60388,35564,3961,40471,20303,17665,100870,39466,31629,15340,9517,47686,18337,46066,54897,15998,33955,16772,20875,15222,1169,17351,2003,5811,25808,13096,9527,14644,14467,5954,6005,6324,8530,2118,7923,3257,7528,11796,2613,13288,7350,6281,2620,9556,301,3171,5085,3738,3796,3643,3005,5364,4008,6098,4570,,1428,3665,430,1939,1337,2855,3299
2021-05-24,51978,4085,69882,14634,152530,60427,35578,3963,40484,20317,17672,100922,39484,31655,15347,9522,47725,18353,46099,54931,16005,33964,16778,20894,15227,1169,17362,2004,5815,25830,13105,9533,14652,14476,5955,6015,6325,8531,2120,7924,3259,7533,11806,2614,13293,7356,6284,2623,9564,301,3172,5088,3740,3800,3645,3011,5365,4012,6103,4572,,1428,3665,430,1940,1338,2856,3300
2021-05-25,51995,4086,69867,14649,152530,60437,35607,3967,40516,20333,17708,100984,39500,31671,15362,9524,47778,18354,46132,54953,16025,33989,16824,20908,15249,1172,17377,2004,5823,25841,13128,9550,14660,14501,5956,6011,6337,8533,2121,7937,3268,7544,11816,2614,13323,7365,6295,2622,9567,301,3173,5095,3749,3806,3645,3019,5366,4019,6110,4590,,1429,3667,431,1950,1343,2856,3304
2021-05-26,52020,4091,69911,14659,152530,60481,35627,3965,40550,20347,17722,101056,39532,31706,15377,9537,47826,18376,46182,54995,16049,34023,16832,20926,15259,1175,17404,2005,5829,25854,13144,9558,14675,14517,5959,6019,6340,8547,2126,7951,3271,7551,11827,2618,13347,7392,6313,2624,9582,301,3176,5095,3750,3808,3652,3020,5372,4038,6115,4595,,1430,3671,431,1957,1348,2856,3308
2021-05-27,52053,4096,69950,14672,152956,60504,35641,3980,40575,20357,17733,101103,39567,31727,15395,9546,47853,18398,46227,55020,16070,34049,16840,20947,15277,1175,17417,2006,5836,25874,13152,9568,14682,14542,5968,6028,6345,8560,2128,7964,3278,7562,11841,2618,13362,7402,6324,2626,9591,303,3177,5096,3755,3809,3652,3028,5379,4041,6120,4603,,1430,3673,431,1959,1349,2858,3311
2021-05-28,52085,4102,69980,14679,152956,60533,35660,3982,40594,20371,17752,101175,39592,31751,15405,9554,47894,18428,46271,55061,16089,34073,16847,20975,15294,1175,17433,2006,5843,25891,13177,9585,14696,14562,5974,6034,6350,8567,2128,7967,3286,7574,11849,2620,13382,7429,6338,2627,9598,303,3181,5104,3759,3810,3652,3033,5380,4050,6124,4620,,1430,3675,434,1965,1350,2858,3318
2021-05-29,52113,4103,70006,14688,152956,60554,35676,3986,40623,20377,17760,101223,39609,31777,15410,9558,47950,18436,46318,55090,16096,34091,16853,20997,15297,1181,17446,2008,5845,25904,13183,9592,14704,14597,5977,6041,6356,8578,2130,7980,3292,7576,11856,2621,13414,7435,6345,2633,9607,303,3181,5106,3769,3814,3654,3041,5384,4052,6125,4626,,1430,3679,434,1968,1355,2859,3322
2021-05-30,52131,4104,70039,14696,152956,60572,35694,3989,40647,20388,17767,101262,39622,31796,15412,9564,47978,18438,46346,55120,16106,34104,16855,21015,15303,1182,17458,2010,5847,25925,13194,9597,14711,14602,5978,6043,6357,8583,2130,7985,3293,7579,11859,2621,13417,7439,6347,2634,9616,303,3181,5109,3770,3815,3654,3043,5387,4054,6127,4632,,1430,3680,434,1971,1355,2859,3325
2021-05-31,52146,4104,70054,14697,152956,60585,35700,3989,40655,20403,17768,101287,39633,31802,15415,9567,48003,18439,46362,55136,16114,34109,16858,21025,15306,1182,17465,2011,5849,25939,13198,9604,14714,14615,5979,6047,6360,8586,2130,7989,3295,7580,11863,2622,13424,7442,6348,2634,9619,303,3182,5109,3771,3815,3654,3047,5389,4055,6128,4635,,1431,3680,434,1973,1355,2859,3327
2021-06-01,52164,4104,70086,14702,153308,60593,35702,3992,40666,20417,17779,101336,39644,31811,15422,9571,48017,18443,46392,55146,16118,34129,16857,21041,15312,1182,17481,2011,5850,25951,13217,9612,14722,14622,5980,6054,6362,8587,2131,7995,3302,7586,11872,2622,13440,7457,6351,2634,9624,303,3183,5111,3771,3828,3656,3053,5396,4057,6129,4644,,1431,3682,434,1976,1355,2861,3329
2021-06-02,52165,4105,70105,14709,153308,60604,35710,3993,40680,20422,17795,101378,39643,31823,15433,9581,48055,18446,46429,55156,16126,34150,16864,21055,15325,1181,17498,2011,5855,25969,13228,9618,14729,14647,5981,6064,6367,8593,2134,8002,3308,7593,11878,2623,13446,7465,6361,2641,9633,303,3184,5113,3777,3828,3660,3059,5397,4067,6128,4651,,1431,3682,434,1979,1359,2864,3332
2021-06-03,52194,4110,70131,14714,153521,60627,35714,3997,40682,20439,17799,101411,39663,31857,15444,9587,48080,18458,46465,55181,16127,34164,16867,21068,15336,1185,17503,2015,5857,25981,13235,9624,14735,14658,5981,6071,6368,8599,2134,8004,3311,7597,11881,2624,13450,7470,6366,2642,9652,303,3184,5115,3790,3832,3663,3067,5403,4070,6130,4654,,1433,3684,435,1980,1359,2865,3333
2021-06-04,52210,4115,70163,14718,153521,60640,35722,3999,40698,20461,17809,101446,39674,31886,15453,9591,48101,18461,46516,55206,16135,34191,16869,21093,15357,1187,17515,2016,5860,26002,13252,9635,14741,14670,5984,6079,6369,8601,2134,8012,3315,7603,11891,2628,13468,7476,6375,2642,9658,303,3186,5115,3795,3838,3669,3075,5403,4073,6136,4658,,1433,3686,435,1981,1359,2865,3334
2021-06-05,52247,4118,70189,14723,153521,60652,35728,4001,40684,20477,17816,101471,39689,31900,15468,9593,48118,18465,46537,55216,16137,34204,16871,21100,15362,1190,17518,2020,5864,26013,13261,9638,14741,14682,5985,6087,6371,8609,2135,8016,3317,7610,11895,2630,13470,7485,6375,2643,9661,303,3191,5117,3798,3839,3667,3077,5404,4073,6138,4667,,1433,3690,435,1983,1360,2865,3335
2021-06-06,52255,4118,70201,14729,153521,60667,35734,4001,40689,20491,17820,101492,39699,31908,15475,9597,48135,18472,46554,55236,16142,34221,16875,21116,15372,1191,17523,2020,5864,26016,13267,9642,14747,14691,5987,6087,6371,8613,2135,8017,3319,7615,11899,2630,13480,7492,6378,2644,9666,303,3193,5126,3798,3839,3667,3079,5407,4077,6138,4669,,1433,3691,435,1984,1360,2865,3335
2021-06-07,52269,4119,70219,14731,153724,60682,35742,4006,40700,20499,17821,101522,39710,31918,15477,9599,48147,18475,46573,55249,16146,34228,16876,21121,15372,1191,17529,2021,5864,26022,13273,9644,14751,14696,5988,6088,6372,8617,2136,8017,3319,7617,11902,2630,13480,7497,6379,2646,9671,303,3193,5126,3800,3839,3668,3083,5410,4077,6138,4670,,1433,3695,435,1984,1361,2866,3335
2021-06-08,52283,4122,70232,14743,153724,60687,35763,4009,40697,20519,17824,101546,39726,31933,15485,9610,48188,18477,46626,55262,16150,34236,16875,21135,15379,1194,17535,2022,5868,26028,13290,9653,14754,14703,5989,6093,6376,8623,2136,8016,3321,7618,11905,2630,13481,7502,6383,2649,9680,304,3195,5124,3800,3843,3669,3084,5410,4077,6140,4671,,1433,3696,439,1985,1362,2866,3336
2021-06-09,52309,4122,70243,14749,153724,60704,35767,4011,40705,20527,17826,101561,39735,31942,15489,9618,48213,18480,46717,55271,16153,34239,16880,21146,15386,1197,17543,2022,5872,26032,13294,9657,14757,14713,5993,6093,6377,8626,2136,8020,3321,7619,11907,2633,13486,7505,6385,2651,9683,304,3195,5126,3800,3844,3669,3084,5413,4079,6140,4674,,1433,3698,439,1986,1362,2866,3336
2021-06-10,52327,4124,70246,14753,153888,60704,35773,4015,40691,20538,17835,101605,39743,31964,15498,9624,48232,18485,46810,55280,16162,34258,16886,21159,15391,1198,17553,2023,5877,26047,13319,9663,14767,14729,5996,6095,6384,8630,2136,8025,3328,7627,11914,2635,13494,7511,6393,2650,9688,304,3195,5131,3801,3844,3668,3088,5413,4080,6142,4689,,1433,3702,439,1986,1362,2866,3339
2021-06-11,52350,4126,70255,14767,153888,60714,35787,4015,40704,20542,17845,101624,39759,31977,15501,9626,48254,18491,46819,55292,16164,34280,16888,21162,15396,1201,17555,2023,5882,26056,13334,9669,14770,14741,6004,6096,6385,8633,2136,8032,3332,7628,11916,2636,13500,7521,6393,2652,9689,304,3198,5135,3802,3846,3668,3094,5416,4083,6143,4694,,1433,3705,439,1990,1363,2867,3339
2021-06-12,52328,4127,70279,14771,153888,60725,35792,4016,40718,20546,17863,101639,39769,31996,15503,9633,48273,18498,46848,55305,16168,34287,16891,21168,15406,1203,17558,2024,5884,26061,13336,9670,14769,14750,6005,6099,6386,8633,2136,8033,3337,7634,11917,2636,13504,7524,6393,2652,9691,306,3200,5139,3804,3846,3672,3097,5420,4083,6150,4694,,1433,3705,439,1991,1364,2868,3339
2021-06-13,52335,4127,70289,14775,153888,60736,35797,4016,40723,20548,17863,101646,39774,32008,15504,9633,48293,18499,46859,55311,16171,34290,16891,21171,15414,1203,17564,2024,5887,26066,13337,9672,14771,14754,6005,6105,6387,8635,2136,8034,3338,7637,11918,2636,13507,7524,6393,2652,9691,307,3202,5141,3805,3846,3672,3098,5423,4084,6150,4696,,1433,3706,439,1992,1364,2868,3340
2021-06-14,52338,4128,70295,14777,154094,60741,35801,4018,40725,20549,17869,101650,39782,32012,15504,9633,48309,18500,46863,55318,16171,34295,16894,21173,15415,1203,17565,2024,5889,26069,13341,9673,14771,14768,6005,6105,6387,8635,2136,8035,3339,7640,11922,2637,13508,7525,6400,2654,9692,307,3203,5141,3805,3846,3672,3099,5424,4084,6151,4697,,1433,3707,439,1993,1364,2868,3340
2021-06-15,52353,4136,70303,14783,154094,60741,35809,4020,40736,20556,17885,101690,39794,32021,15512,9637,48333,18509,46884,55322,16176,34339,16894,21177,15419,1206,17575,2022,5890,26076,13366,9683,14775,14790,6008,6108,6387,8637,2136,8050,3341,7646,11923,2637,13510,7528,6412,2658,9693,307,3202,5140,3806,3846,3673,3112,5424,4087,6151,4697,,1433,3707,439,1992,1366,2868,3342
2021-06-16,52360,4137,70310,14788,154094,60746,35823,4023,40746,20563,17888,101715,39800,32025,15518,9641,48349,18511,46901,55329,16178,34368,16895,21179,15424,1206,17583,2019,5890,26082,13372,9700,14777,14797,6010,6113,6388,8638,2138,8052,3344,7657,11927,2637,13510,7528,6413,2658,9695,307,3202,5139,3806,3847,3673,3116,5425,4088,6151,4704,,1433,3707,439,1993,1366,2868,3342
2021-06-17,52347,4137,70350,14787,154185,60756,35826,4024,40759,20603,17890,101725,39808,32030,15522,9645,48359,18516,46919,55343,16181,34375,16898,21183,15429,1206,17585,2019,5891,26090,13375,9703,14778,14801,6010,6118,6389,8638,2138,8057,3345,7658,11930,2638,13513,7529,6412,2658,9699,308,3203,5139,3806,3847,3673,3117,5425,4089,6152,4708,,1433,3709,440,1993,1366,2868,3342
2021-06-18,52353,4141,70352,14793,154185,60764,35832,4025,40758,20603,17901,101749,39806,32038,15524,9648,48371,18526,46936,55354,16181,34376,16905,21192,15438,1207,17592,2019,5891,26090,13383,9710,14778,14804,6012,6119,6390,8639,2138,8059,3346,7661,11938,2638,13516,7532,6410,2659,9704,308,3203,5145,3806,3847,3673,3120,5428,4091,6152,4708,,1433,3709,440,1994,1366,2868,3343
2021-06-19,52362,4142,70358,14798,154185,60771,35839,4026,40761,20604,17902,101764,39813,32048,15527,9650,48384,18531,46943,55355,16181,34376,16908,21192,15445,1212,17596,2019,5891,26097,13387,9711,14783,14807,6012,6122,6391,8639,2139,8061,3346,7663,11941,2642,13517,7538,6412,2659,9704,308,3203,5147,3807,3847,3675,3121,5428,4092,6153,4708,,1433,3709,440,1995,1366,2868,3343
2021-06-20,52366,4142,70360,14802,154185,60773,35841,4027,40765,20605,17905,101776,39817,32049,15530,9651,48394,18533,46946,55362,16182,34379,16908,21193,15447,1212,17599,2019,5891,26100,13390,9712,14785,14808,6012,6122,6391,8640,2139,8062,3346,7663,11947,2643,13517,7539,6412,2659,9705,308,3205,5149,3807,3847,3676,3121,5429,4092,6153,4708,,1433,3710,440,1995,1366,2868,3343
2021-06-21,52375,4142,70369,14805,154286,60776,35849,4032,40774,20607,17906,101780,39824,32054,15530,9652,48404,18535,46951,55365,16184,34381,16908,21194,15447,1212,17599,2019,5891,26104,13391,9713,14785,14809,6013,6122,6392,8640,2139,8063,3346,7667,11948,2643,13517,7540,6412,2659,9706,308,3205,5149,3808,3847,3677,3122,5430,4094,6153,4708,,1433,3710,440,1995,1366,2868,3343
2021-06-22,52349,4141,70368,14808,154286,60782,35853,4033,40787,20609,17908,101795,39828,32067,15534,9657,48414,18539,46960,55371,16187,34383,16907,21203,15449,1215,17602,2008,5895,26108,13393,9713,14787,14815,6013,6124,6393,8642,2139,8063,3349,7668,11948,2643,13517,7542,6412,2659,9708,308,3205,5149,3809,3849,3677,3123,5430,4095,6154,4709,,1433,3711,440,1996,1367,2868,3342
2021-06-23,52356,4145,70368,14810,154286,60785,35855,4033,40795,20609,17908,101801,39835,32074,15537,9660,48432,18540,46971,55375,16191,34386,16907,21208,15453,1218,17605,2009,5896,26112,13394,9713,14789,14816,6013,6126,6394,8642,2139,8064,3349,7670,11950,2643,13517,7542,6413,2658,9711,308,3205,5153,3808,3849,3676,3124,5431,4095,6154,4709,,1433,3711,441,1996,1367,2868,3343
2021-06-24,52358,4145,70371,14814,154473,60797,35865,4035,40793,20611,17915,101821,39845,32085,15539,9662,48435,18545,46976,55380,16193,34398,16910,21214,15452,1218,17607,2009,5897,26115,13400,9717,14790,14818,6013,6129,6396,8643,2139,8066,3350,7673,11953,2643,13518,7546,6412,2658,9711,308,3205,5154,3808,3849,3677,3124,5434,4097,6153,4713,,1433,3711,441,1996,1367,2868,3344
2021-06-25,52367,4148,70381,14818,154473,60803,35867,4035,40805,20612,17920,101837,39846,32088,15541,9666,48439,18548,46989,55386,16195,34405,16910,21215,15456,1218,17608,2009,5899,26116,13406,9718,14791,14820,6013,6129,6396,8644,2139,8069,3352,7676,11955,2643,13521,7546,6412,2658,9712,308,3204,5155,3808,3849,3678,3126,5434,4097,6156,4713,,1433,3711,442,1996,1367,2868,3344
2021-06-26,52370,4149,70382,14818,154473,60803,35875,4035,40813,20613,17922,101854,39838,32096,15546,9671,48442,18553,47004,55394,16196,34409,16912,21217,15462,1218,17611,2009,5899,26120,13409,9720,14800,14821,6013,6130,6398,8644,2139,8072,3352,7680,11955,2643,13521,7546,6412,2658,9711,308,3204,5160,3808,3849,3678,3128,5435,4098,6156,4717,,1435,3711,442,1997,1370,2868,3344
2021-06-27,52379,4150,70390,14821,154473,60804,35875,4035,40820,20614,17922,101864,39839,32101,15546,9671,48449,18556,47010,55402,16197,34410,16913,21218,15464,1218,17614,2009,5901,26121,13414,9720,14801,14822,6013,6130,6398,8646,2139,8072,3352,7683,11958,2643,13521,7547,6413,2658,9711,308,3204,5160,3808,3850,3678,3128,5437,4098,6156,4717,,1435,3712,442,1997,1371,2868,3344
2021-06-28,52389,4150,70396,14823,154545,60805,35879,4035,40822,20616,17925,101871,39840,32105,15546,9671,48450,18556,47011,55409,16197,34415,16914,21220,15466,1219,17617,2009,5903,26126,13416,9721,14801,14822,6013,6131,6399,8647,2140,8072,3352,7682,11958,2643,13521,7547,6413,2658,9711,308,3204,5160,3808,3850,3678,3128,5437,4100,6157,4717,,1435,3712,442,1997,1371,2868,3344
2021-06-29,52389,4150,70400,14825,154545,60809,35885,4035,40827,20618,17927,101886,39841,32107,15548,9677,48459,18560,47022,55415,16201,34417,16915,21220,15467,1221,17621,2010,5904,26127,13421,9721,14803,14825,6013,6131,6401,8647,2141,8072,3354,7688,11959,2643,13521,7548,6415,2658,9712,309,3204,5160,3809,3850,3679,3129,5438,4100,6157,4723,,1435,3712,442,1997,1372,2869,3344
2021-06-30,52383,4150,70410,14827,154545,60816,35886,4037,40827,20620,17929,101898,39845,32118,15550,9682,48467,18561,47027,55423,16201,34426,16920,21224,15469,1221,17623,2010,5905,26130,13427,9724,14807,14828,6014,6131,6401,8648,2141,8076,3355,7691,11962,2643,13521,7549,6415,2659,9714,309,3204,5163,3811,3851,3680,3129,5440,4101,6158,4725,,1435,3712,442,1997,1373,2869,3344
2021-07-01,52394,4150,70425,14830,154800,60826,35890,4038,40830,20624,17932,101909,39848,32118,15553,9683,48471,18562,47035,55429,16202,34430,16922,21226,15471,1221,17624,2010,5905,26130,13431,9724,14811,14828,6014,6131,6401,8648,2141,8076,3356,7693,11964,2643,13520,7550,6415,2659,9717,309,3204,5169,3812,3853,3680,3128,5440,4102,6159,4727,,1435,3712,442,1997,1373,2869,3344
2021-07-02,52401,4151,70435,14834,154800,60833,35897,4039,40835,20626,17933,101919,39859,32123,15556,9685,48477,18562,47045,55436,16204,34434,16923,21231,15477,1221,17626,2010,5905,26134,13433,9728,14813,14829,6014,6131,6402,8650,2141,8078,3356,7695,11965,2643,13521,7551,6415,2659,9718,309,3204,5170,3813,3853,3680,3130,5440,4102,6160,4727,,1435,3712,442,1997,1375,2869,3344
2021-07-03,52408,4161,70430,14838,154800,60840,35906,4040,40838,20627,17940,101936,39862,32131,15557,9688,48484,18565,47054,55437,16204,34441,16925,21230,15480,1222,17628,2008,5906,26137,13440,9730,14823,14831,6014,6131,6402,8651,2142,8081,3360,7699,11966,2643,13521,7552,6416,2658,9720,309,3204,5172,3814,3854,3685,3132,5440,4102,6162,4729,,1435,3712,442,1997,1376,2870,3344
2021-07-04,52415,4162,70442,14839,154800,60845,35912,4040,40842,20630,17940,101942,39867,32137,15558,9689,48487,18566,47061,55443,16204,34442,16928,21233,15480,1222,17628,2008,5906,26147,13441,9730,14823,14831,6014,6131,6402,8652,2142,8081,3361,7700,11969,2643,13521,7554,6416,2658,9720,309,3206,5173,3814,3854,3685,3132,5440,4105,6162,4729,,1435,3712,442,1999,1376,2871,3345
