,Bennington,Chittenden,Washington,Windsor,Orange,Addison,Rutland,Franklin,Windham,Unknown,Caledonia,Orleans,Lamoille,Grand Isle,Essex
2021-03-22,9,94,14,11,3,8,13,37,14,0,5,7,2,1,1
2021-03-23,9,94,14,12,3,8,13,37,14,0,5,7,2,1,1
2021-03-24,9,95,14,12,3,8,13,37,14,0,5,7,2,2,1
2021-03-25,10,95,14,12,3,8,13,37,14,0,5,7,2,2,1
2021-03-26,10,95,14,12,3,8,14,37,14,0,5,7,2,2,1
2021-03-27,10,95,14,12,3,8,14,37,14,0,5,7,2,2,1
2021-03-28,10,96,14,12,3,8,14,37,14,0,5,7,2,2,1
2021-03-29,10,96,14,12,3,8,14,37,14,0,5,7,2,2,1
2021-03-30,10,96,14,12,3,8,14,37,14,0,5,7,2,2,1
2021-03-31,10,97,15,12,3,8,14,37,14,0,5,7,2,2,1
2021-04-01,10,97,15,12,3,8,14,37,14,0,5,7,2,2,1
2021-04-02,10,97,15,12,3,8,15,37,14,0,5,7,2,2,1
2021-04-03,10,98,15,12,3,8,15,37,14,0,5,7,2,2,1
2021-04-04,10,98,15,12,3,8,15,37,14,0,5,7,2,2,1
2021-04-05,10,98,15,12,3,8,15,37,14,0,5,7,2,2,1
2021-04-06,10,98,15,12,3,8,15,37,14,0,5,7,2,2,1
2021-04-07,10,98,15,12,3,8,15,37,14,0,5,8,2,2,1
2021-04-08,10,98,15,12,3,8,15,37,14,0,5,8,2,2,1
2021-04-09,11,98,15,12,3,8,15,37,14,0,5,8,2,2,1
2021-04-10,11,98,15,12,3,8,15,37,14,0,5,8,2,2,1
2021-04-11,11,98,15,12,3,8,15,37,14,0,5,8,2,2,1
2021-04-12,11,98,15,12,3,8,16,37,14,0,5,8,3,2,1
2021-04-13,11,98,15,12,3,8,16,37,14,0,5,8,3,2,1
2021-04-14,12,99,15,12,3,8,17,37,14,0,5,9,3,2,1
2021-04-15,12,101,15,12,3,8,18,37,14,0,5,9,3,2,1
2021-04-16,12,101,15,12,3,8,18,37,14,0,6,9,3,2,2
2021-04-17,12,101,15,12,3,8,18,37,14,0,6,9,3,2,2
2021-04-18,12,101,15,12,3,8,18,37,14,0,6,9,3,2,2
2021-04-19,12,101,15,12,3,8,18,37,14,0,6,9,3,2,2
2021-04-20,12,101,15,12,3,8,18,37,14,0,6,9,3,2,2
2021-04-21,12,101,15,12,3,8,19,37,14,0,6,9,3,2,2
2021-04-22,12,101,15,12,3,8,19,37,14,0,6,9,3,2,2
2021-04-23,12,101,15,12,3,8,19,37,14,0,6,9,3,2,2
2021-04-24,12,101,15,12,3,8,20,37,14,0,6,9,3,2,2
2021-04-25,12,101,15,12,3,8,20,37,14,0,6,9,3,2,2
2021-04-26,12,101,15,12,3,8,20,37,14,0,6,9,3,2,2
2021-04-27,12,101,15,12,3,8,20,37,14,0,6,10,3,2,2
2021-04-28,12,101,15,12,3,8,20,38,14,0,6,10,3,2,2
2021-04-29,12,101,15,12,3,8,20,38,14,0,6,10,3,2,2
2021-04-30,12,101,15,12,3,8,20,38,14,0,6,10,3,2,2
2021-05-01,12,101,15,12,3,8,20,39,14,0,6,10,3,2,2
2021-05-02,12,101,15,12,3,8,20,39,14,0,6,10,3,2,2
2021-05-03,13,101,15,12,3,8,20,39,14,0,6,10,3,2,2
2021-05-04,13,101,15,12,3,8,20,39,14,0,6,10,3,2,2
2021-05-05,13,101,15,12,3,8,20,39,14,0,6,10,3,2,2
2021-05-06,13,101,15,12,3,8,20,39,14,0,6,11,3,2,2
2021-05-07,13,101,15,12,3,8,20,39,14,0,6,11,3,2,2
2021-05-08,13,101,15,12,3,8,20,39,14,0,6,11,3,2,2
2021-05-09,13,101,15,12,3,8,20,39,14,0,6,11,3,2,2
2021-05-10,13,101,15,12,3,8,20,39,14,0,6,11,3,2,2
2021-05-11,14,102,15,12,3,8,20,39,14,0,6,11,3,2,2
2021-05-12,14,102,15,13,3,8,20,39,14,0,6,11,3,2,2
2021-05-13,14,102,15,13,3,8,20,39,14,0,6,11,3,2,2
2021-05-14,14,102,15,13,3,8,20,39,14,0,6,11,3,2,2
2021-05-15,14,102,15,13,3,8,20,39,14,0,6,11,3,2,2
2021-05-16,14,102,15,13,3,8,20,39,14,0,6,11,3,2,2
2021-05-17,14,102,15,13,3,8,20,39,14,0,6,11,3,2,2
2021-05-18,14,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-19,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-20,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-21,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-22,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-23,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-24,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-25,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-26,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-27,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-28,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-29,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-30,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-05-31,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-01,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-02,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-03,15,103,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-04,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-05,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-06,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-07,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-08,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-09,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-10,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-11,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-12,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-13,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-14,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-15,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-16,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-17,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-18,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-19,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-20,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-21,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-22,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-23,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-24,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-25,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-26,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-27,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-28,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-29,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-06-30,15,104,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-01,15,105,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-02,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-03,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-04,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-05,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-06,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-07,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-08,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-09,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-10,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-11,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-12,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-13,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-14,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-15,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-16,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-17,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-18,15,106,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-19,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-20,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-21,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-22,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-23,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-24,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-25,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-26,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-27,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-28,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-29,15,107,15,13,3,8,20,39,14,0,7,11,3,2,2
2021-07-30,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-07-31,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-01,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-02,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-03,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-04,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-05,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-06,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-07,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-08,15,107,15,13,3,8,20,39,15,0,7,11,3,2,2
2021-08-09,15,108,16,13,3,8,20,39,15,0,7,11,3,2,2
