,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2021-07-30,31969,50205,76110,6527,76231,65605,28782,1427,2682,63507,505,19935,2429,3952,34488,24836,18260,6472,980,2218,1533,2778,5165,878,952,1837,1949,33,4024,,4305,4072,1994,3123,6645,455,2103,664,953,477,1795,256,1045,331,1214,99,2174,1145,403,845,475,239,1268,698,314,291,1296,47,132,763,1550,67,236,132,95
2021-07-31,32079,50205,76110,6527,76231,65820,28782,1427,2682,63711,505,19935,2429,3952,34488,24836,18260,6472,980,2218,1533,2778,5165,878,952,1837,1949,33,4024,,4305,4072,1994,3123,6645,455,2103,664,953,477,1795,256,1045,331,1214,99,2174,1145,403,845,475,239,1268,698,314,291,1296,47,132,763,1550,67,236,132,95
2021-08-01,32135,50205,76110,6527,76231,65910,28782,1427,2682,63779,505,19935,2429,3952,34488,24836,18260,6472,980,2218,1533,2778,5165,878,952,1837,1949,33,4024,,4305,4072,1994,3123,6645,455,2103,664,953,477,1795,256,1045,331,1214,99,2174,1145,403,845,475,239,1268,698,314,291,1296,47,132,763,1550,67,236,132,95
2021-08-02,32172,50381,76393,6551,76581,66004,28920,1433,2694,63834,508,19977,2439,3981,34632,24934,18330,6490,982,2218,1540,2783,5192,886,952,1848,1954,34,4041,,4319,4075,1997,3130,6661,456,2105,666,956,477,1801,258,1048,331,1221,100,2176,1153,404,845,477,239,1271,699,316,292,1297,47,133,766,1550,68,236,132,95
2021-08-03,32227,50483,76534,6561,76758,66084,28982,1434,2702,63937,510,19993,2445,3987,34678,24958,18346,6492,984,2218,1541,2785,5219,891,953,1849,1957,34,4045,,4326,4078,2001,3137,6667,456,2105,672,959,477,1809,258,1049,331,1222,101,2176,1153,404,848,478,239,1280,699,316,294,1300,47,133,766,1550,68,237,132,95
2021-08-04,32227,50581,76646,6585,77024,66084,29048,1437,2704,63937,510,20010,2451,3995,34749,24999,18373,6495,984,2219,1542,2786,5234,894,954,1854,1963,34,4058,,4341,4080,2004,3141,6675,457,2106,675,961,477,1815,258,1049,331,1228,100,2177,1156,404,850,478,239,1291,702,319,295,1305,48,134,766,1550,68,238,132,95
2021-08-05,32276,50690,76835,6599,77258,66156,29118,1438,2704,64002,514,20022,2461,4011,34825,25055,18404,6511,984,2219,1546,2788,5247,900,957,1855,1967,34,4067,,4354,4084,2009,3144,6682,457,2107,676,964,478,1818,258,1050,331,1232,100,2180,1156,404,849,478,239,1293,703,319,295,1306,54,134,766,1550,68,238,132,95
2021-08-06,32276,50763,76952,6622,77490,66156,29198,1441,2707,64001,516,20064,2464,4019,34883,25086,18434,6520,984,2219,1546,2789,5259,902,960,1857,1968,34,4078,,4371,4088,2012,3148,6688,459,2109,677,964,478,1820,259,1051,333,1234,100,2188,1161,404,850,478,239,1293,706,319,296,1308,55,134,767,1550,68,239,132,97
2021-08-07,32496,50763,76952,6622,77490,66561,29198,1441,2707,64312,516,20064,2464,4019,34883,25086,18434,6520,984,2219,1546,2789,5259,902,960,1857,1968,34,4078,,4371,4088,2012,3148,6688,459,2109,677,964,478,1820,259,1051,333,1234,100,2188,1161,404,850,478,239,1293,706,319,296,1308,55,134,767,1550,68,239,132,97
2021-08-08,32567,50763,76952,6622,77490,66682,29198,1441,2707,64383,516,20064,2464,4019,34883,25086,18434,6520,984,2219,1546,2789,5259,902,960,1857,1968,34,4078,,4371,4088,2012,3148,6688,459,2109,677,964,478,1820,259,1051,333,1234,100,2188,1161,404,850,478,239,1293,706,319,296,1308,55,134,767,1550,68,239,132,97
2021-08-09,32617,51000,77287,6645,77888,66762,29396,1449,2724,64448,522,20137,2468,4062,35082,25231,18485,6554,986,2220,1552,2793,5291,917,963,1859,1978,36,4090,,4396,4093,2016,3157,6702,462,2110,678,970,479,1830,259,1052,333,1238,100,2199,1173,406,859,478,240,1307,707,319,298,1313,56,134,768,1550,69,240,134,97
2021-08-10,32680,51038,77401,6668,78054,66872,29452,1450,2727,64534,522,20160,2480,4080,35159,25287,18494,6555,986,2221,1553,2793,5298,917,963,1862,1982,37,4105,,4408,4093,2018,3159,6707,461,2110,678,971,479,1835,259,1053,341,1239,100,2199,1174,408,858,480,240,1322,707,323,299,1313,60,134,769,1550,69,240,134,97
2021-08-11,32721,51098,77514,6707,78272,66968,29518,1452,2728,64644,523,20192,2484,4096,35268,25340,18531,6562,986,2222,1555,2793,5306,920,966,1866,1982,37,4123,,4431,4095,2020,3168,6713,464,2112,682,974,479,1843,260,1053,341,1241,99,2210,1189,409,860,480,240,1326,709,325,299,1315,64,140,769,1552,70,240,135,97
2021-08-12,32720,51267,77722,6723,78504,66968,29611,1451,2733,64644,524,20223,2493,4114,35384,25407,18557,6574,988,2221,1558,2799,5340,931,970,1870,1987,37,4131,,4451,4099,2021,3172,6722,467,2114,686,979,479,1844,262,1053,341,1242,99,2215,1192,409,862,481,242,1333,711,327,299,1317,69,141,770,1553,69,240,136,97
2021-08-13,32948,51459,77878,6742,78666,67326,29693,1454,2730,64959,527,20245,2498,4117,35460,25435,18588,6580,990,2222,1563,2804,5360,936,970,1873,1988,37,4142,,4463,4101,2021,3173,6729,468,2116,688,982,480,1846,262,1055,341,1245,99,2221,1199,409,865,483,243,1337,714,328,301,1319,73,141,771,1554,69,244,136,99
2021-08-14,32948,51459,77878,6742,78666,67326,29693,1454,2730,64959,527,20245,2498,4117,35460,25435,18588,6580,990,2222,1563,2804,5360,936,970,1873,1988,37,4142,,4463,4101,2021,3173,6729,468,2116,688,982,480,1846,262,1055,341,1245,99,2221,1199,409,865,483,243,1337,714,328,301,1319,73,141,771,1554,69,244,136,99
2021-08-15,33081,51459,77878,6742,78666,67613,29693,1454,2730,65139,527,20245,2498,4117,35460,25435,18588,6580,990,2222,1563,2804,5360,936,970,1873,1988,37,4142,,4463,4101,2021,3173,6729,468,2116,688,982,480,1846,262,1055,341,1245,99,2221,1199,409,865,483,243,1337,714,328,301,1319,73,141,771,1554,69,244,136,99
2021-08-16,33081,51698,78203,6816,79060,67613,29926,1469,2743,65139,530,20313,2531,4146,35653,25563,18658,6606,991,2223,1575,2813,5385,945,982,1879,1999,38,4155,,4504,4105,2025,3175,6739,471,2117,689,985,481,1854,263,1055,341,1249,99,2238,1202,410,874,483,243,1348,718,329,305,1324,76,142,775,1554,69,245,136,99
2021-08-17,33172,51767,78316,6865,79317,67814,30014,1473,2745,65305,530,20347,2542,4155,35812,25603,18690,6620,994,2223,1578,2815,5399,947,982,1884,2002,38,4169,,4515,4106,2028,3177,6744,472,2119,694,988,481,1858,264,1067,342,1252,99,2240,1209,410,876,484,243,1352,718,331,307,1327,74,143,775,1554,69,246,137,99
2021-08-18,33304,51955,78562,6912,79547,67991,30160,1476,2745,65490,533,20377,2552,4168,35924,25682,18730,6624,995,2223,1582,2825,5419,955,982,1886,2005,38,4179,,4537,4115,2037,3186,6750,473,2120,699,990,481,1860,264,1067,345,1252,99,2250,1215,412,880,485,244,1365,722,334,308,1334,78,143,778,1554,69,250,137,101
2021-08-19,33304,52096,78791,6929,79746,67991,30277,1477,2753,65490,538,20412,2568,4180,36084,25763,18796,6632,996,2223,1586,2831,5440,957,986,1889,2010,39,4184,,4567,4122,2041,3194,6763,477,2121,706,993,481,1862,264,1071,345,1256,100,2262,1216,413,879,487,245,1374,725,337,309,1334,82,144,778,1554,69,252,138,102
