,Charleston,Kershaw,Spartanburg,Lancaster,Beaufort,Lexington,Anderson,Greenville,Horry,Fairfield,Calhoun,Richland,York,Lee,Abbeville,Dorchester,Saluda,Aiken,Berkeley,Clarendon,Darlington,Florence,Orangeburg,Pickens,Sumter,Dillon,Edgefield,Greenwood,Jasper,Marlboro,Newberry,Colleton,Chester,Georgetown,Oconee,Chesterfield,Marion,Union,Williamsburg,Laurens,Barnwell,Bamberg,Allendale,Cherokee,Hampton,McCormick,Unknown
2020-03-06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,1,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,1,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,1,11,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,1,14,1,2,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,1,17,1,2,3,2,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,3,22,1,2,4,3,2,2,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,4,25,1,2,6,4,2,3,5,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,5,29,1,3,7,5,3,7,6,1,1,8,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,6,36,1,3,8,8,6,12,8,1,1,22,1,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,9,42,2,3,12,12,10,17,9,1,1,28,2,1,1,1,1,1,1,1,2,1,3,1,3,1,1,2,1,1,1,,,,,,,,,,,,,,,,
2020-03-22,13,44,2,5,14,12,10,19,11,1,1,31,4,1,1,1,1,1,2,1,3,1,3,1,3,1,1,2,1,1,1,1,,,,,,,,,,,,,,,
2020-03-23,31,54,3,7,21,17,15,31,16,2,1,43,7,2,1,2,1,1,4,4,7,3,8,1,4,1,1,2,1,1,1,1,1,2,2,,,,,,,,,,,,
2020-03-24,36,58,4,7,22,19,16,39,19,2,1,45,11,2,1,3,1,2,4,5,8,5,8,1,8,1,1,2,2,1,1,1,1,2,2,1,,,,,,,,,,,
2020-03-25,52,63,9,7,26,18,19,50,20,3,1,59,18,2,3,4,1,2,5,5,8,5,9,6,10,1,1,2,2,1,1,1,1,2,2,3,1,1,1,,,,,,,,
2020-03-26,60,64,9,7,29,20,21,51,21,4,1,60,19,2,4,4,1,4,8,5,8,5,11,6,10,1,1,2,3,1,1,1,1,3,2,3,1,1,1,,,,,,,,
2020-03-27,92,70,16,8,35,25,21,51,24,4,1,65,19,2,4,9,1,6,10,6,8,11,12,7,10,1,1,2,3,1,1,2,1,3,3,4,1,1,1,,,,,,,,
2020-03-28,108,77,21,9,39,30,24,57,28,4,1,81,31,5,4,10,1,7,13,7,8,12,14,10,24,1,1,3,3,1,2,4,2,6,3,4,1,1,2,2,,,,,,,
2020-03-29,116,83,25,13,50,35,29,71,31,4,2,98,36,5,4,10,1,9,13,16,10,13,16,11,30,1,2,3,3,2,2,4,2,10,4,4,1,1,2,3,,,,,,,
2020-03-30,123,99,30,14,74,41,31,88,32,5,2,135,43,5,3,12,1,9,14,18,11,15,21,13,34,1,2,3,3,2,2,5,2,11,4,6,2,3,2,3,1,,,,,,
2020-03-31,142,105,37,15,91,54,39,106,37,6,3,148,56,5,4,17,1,13,15,25,11,19,22,14,39,1,2,5,3,2,2,5,2,13,5,6,2,3,2,3,1,2,,,,,
2020-04-01,190,116,45,17,101,61,47,129,42,7,3,176,66,5,4,27,1,18,18,28,11,21,24,14,48,1,4,6,4,2,2,5,3,14,5,9,2,3,3,4,2,4,1,,,,
2020-04-02,231,129,50,26,130,70,57,154,50,8,3,200,66,8,6,35,2,22,33,31,15,26,24,15,66,1,4,8,7,3,4,6,6,15,5,10,2,5,6,4,2,5,1,1,1,1,
2020-04-03,247,136,60,31,131,78,62,174,51,8,3,224,73,13,6,36,2,22,42,34,15,29,25,17,75,1,5,9,8,3,5,6,7,16,5,10,2,6,6,6,2,5,1,1,1,1,
2020-04-04,274,141,72,39,148,95,68,183,63,12,4,242,81,16,6,45,4,24,45,45,19,35,26,17,79,1,5,10,9,3,8,9,12,17,8,13,2,9,9,6,2,5,2,2,1,1,
2020-04-05,274,148,75,41,156,117,69,186,64,14,5,298,85,17,6,44,4,27,46,54,19,36,27,18,80,1,6,10,9,3,7,8,12,18,8,13,2,11,10,6,3,5,2,2,2,1,
2020-04-06,300,152,88,43,163,124,72,204,76,16,5,311,95,18,6,52,4,27,52,58,27,39,28,20,90,1,6,11,11,6,7,10,14,21,8,15,4,12,11,6,3,5,2,4,3,2,
2020-04-07,305,159,120,46,169,130,75,214,91,17,5,340,108,19,5,51,5,28,55,68,29,45,30,21,105,1,6,12,12,8,7,10,15,22,9,16,5,15,12,6,3,6,2,4,4,2,
2020-04-08,308,165,126,48,174,128,85,223,98,16,5,372,115,22,6,54,5,32,56,72,28,47,31,21,117,1,6,14,12,10,9,12,16,24,11,20,5,16,13,8,3,6,2,4,4,2,
2020-04-09,313,170,139,51,184,161,96,254,106,17,6,417,120,24,7,58,7,42,61,75,31,53,35,22,126,3,6,15,11,10,11,15,16,25,12,21,5,19,14,9,4,6,2,5,5,3,
2020-04-10,328,177,150,61,186,184,100,308,124,18,6,452,125,27,7,65,6,48,67,80,33,64,37,27,142,5,10,16,11,11,13,15,17,28,12,22,5,20,15,11,5,6,4,8,6,3,
2020-04-11,331,178,170,62,191,202,102,325,132,21,6,479,127,27,9,67,6,50,67,85,37,66,37,28,146,3,10,17,11,13,13,15,18,32,13,22,6,22,15,13,5,7,4,8,6,3,
2020-04-12,339,179,174,65,194,212,106,339,134,21,6,494,134,29,9,71,6,50,83,85,39,72,37,28,148,5,10,17,11,14,13,16,19,31,14,22,7,22,15,14,5,7,5,8,7,3,
2020-04-13,351,181,188,66,194,206,109,346,147,23,6,524,136,31,9,73,7,51,90,86,43,79,37,31,152,5,10,18,12,15,13,17,20,31,14,23,6,23,15,14,5,7,5,8,9,3,
2020-04-14,353,187,190,67,198,208,111,373,151,24,6,535,138,33,9,73,7,60,98,89,44,82,38,34,156,5,9,18,14,15,15,18,20,33,14,27,8,23,16,14,5,7,5,8,11,4,
2020-04-15,360,187,191,68,205,218,114,400,150,24,5,548,138,34,10,78,8,60,101,90,44,87,38,34,161,7,10,19,14,15,16,21,22,33,14,28,8,23,18,14,5,7,5,8,12,4,
2020-04-16,383,189,199,71,206,267,119,436,155,25,5,579,149,35,10,78,9,63,116,98,49,103,40,37,168,10,10,31,14,19,22,21,22,34,14,29,8,23,18,18,5,7,5,12,15,5,
2020-04-17,385,190,204,73,214,254,127,447,167,25,6,612,151,40,10,83,9,66,123,106,52,121,41,36,176,11,10,32,15,25,23,21,23,34,14,31,14,23,19,19,5,7,6,13,18,5,
2020-04-18,385,195,211,73,220,271,133,486,176,25,6,626,156,40,15,84,10,67,124,109,59,128,41,38,181,17,11,34,16,25,23,23,23,32,16,35,13,23,20,19,5,7,6,13,20,6,
2020-04-19,390,197,213,79,225,273,132,492,185,25,6,652,156,42,17,88,12,69,132,112,64,150,43,39,181,20,12,36,15,28,21,23,24,33,17,36,15,24,21,20,5,7,6,13,21,6,
2020-04-20,391,201,219,79,225,274,134,498,185,25,6,657,159,42,17,83,12,70,138,120,69,153,44,38,185,22,12,37,15,29,20,23,25,34,17,36,15,24,26,20,6,7,6,14,21,6,
2020-04-21,403,203,225,79,233,283,132,517,189,26,6,689,162,41,18,85,12,70,142,126,77,168,49,41,199,23,17,40,15,29,22,23,25,33,19,37,19,24,26,21,6,7,6,14,21,6,
2020-04-22,406,205,227,80,236,286,135,536,190,26,6,725,166,42,22,85,18,82,143,138,85,176,51,41,206,23,21,41,15,32,21,23,25,35,19,37,22,24,27,21,8,7,6,14,21,6,
2020-04-23,412,208,237,79,241,294,137,558,196,27,6,736,171,45,23,84,19,84,152,151,92,195,52,44,207,28,21,41,15,33,21,23,26,36,20,39,22,24,33,21,10,7,7,13,21,6,
2020-04-24,416,211,238,80,244,302,140,557,198,28,6,766,172,48,24,84,23,86,162,163,99,225,53,44,209,34,22,42,17,35,22,24,26,37,20,40,24,25,38,21,10,7,8,13,21,6,
2020-04-25,424,215,243,85,253,317,138,564,201,29,6,787,177,51,24,86,28,89,181,172,103,242,56,44,213,35,23,43,17,38,22,26,27,39,20,44,29,25,45,22,14,7,8,14,21,6,
2020-04-26,436,218,249,87,255,329,145,609,203,33,6,837,181,51,27,90,35,89,173,181,104,265,61,49,214,41,24,44,19,40,23,26,27,39,22,44,32,25,56,29,15,8,8,14,21,6,
2020-04-27,435,223,255,88,254,334,149,649,209,33,6,840,186,55,29,92,40,92,171,185,107,268,60,53,215,44,25,45,19,41,23,26,27,39,24,46,33,25,59,35,15,8,8,15,22,6,
2020-04-28,438,229,258,90,259,347,152,661,211,33,6,864,188,58,29,91,41,94,174,194,110,273,63,54,220,44,26,46,19,42,23,26,27,40,24,47,32,25,60,38,17,9,10,15,22,6,
2020-04-29,441,234,262,93,262,358,157,689,211,34,6,884,197,58,29,94,41,97,174,201,114,288,68,53,223,47,29,46,19,43,24,26,27,40,24,48,32,25,65,38,17,9,10,15,23,6,
2020-04-30,444,237,287,96,263,361,160,722,215,36,7,899,210,63,31,97,47,99,180,210,126,304,72,54,228,52,29,49,19,45,26,27,30,43,24,51,34,26,67,39,20,10,10,17,23,6,
2020-05-01,452,237,295,99,269,370,164,730,223,36,7,913,215,65,31,100,52,101,183,214,130,325,77,57,230,54,29,49,21,46,27,33,30,43,24,58,36,26,76,40,21,10,11,17,26,6,
2020-05-02,456,243,302,100,269,414,169,749,223,42,7,946,219,68,31,100,64,105,185,218,135,329,81,58,248,67,31,53,21,49,28,32,32,44,25,59,37,26,88,40,24,12,11,17,26,6,
2020-05-03,457,245,308,101,270,420,171,757,226,68,7,964,221,68,33,101,67,108,186,229,140,336,87,58,251,72,32,55,21,50,30,32,34,45,26,59,37,26,90,40,25,12,12,17,26,6,
2020-05-04,464,245,315,99,269,432,171,788,230,68,7,977,222,68,33,100,68,108,190,232,144,348,92,59,264,74,32,55,21,52,30,32,34,46,27,60,40,26,91,41,25,13,14,18,26,7,
2020-05-05,463,247,317,96,270,440,172,796,236,71,7,990,219,69,33,101,70,108,188,237,149,353,94,61,270,74,32,57,21,54,31,32,35,46,29,61,41,26,94,42,27,13,18,18,26,7,
2020-05-06,464,245,318,99,269,442,173,803,238,74,7,1014,222,70,33,103,73,108,189,248,151,358,95,61,271,74,35,61,21,54,31,32,34,48,31,65,41,26,100,42,28,14,18,19,27,7,
2020-05-07,467,250,325,101,269,458,182,835,242,75,7,1043,225,80,34,104,82,109,189,253,157,370,95,62,277,78,36,61,21,56,31,32,35,50,32,69,43,27,119,44,29,14,19,21,27,7,
2020-05-08,481,250,333,103,273,465,181,869,251,76,7,1057,233,92,34,105,84,112,191,258,171,399,99,63,281,84,36,62,21,57,32,32,39,49,36,72,44,29,136,46,32,14,23,21,27,7,
2020-05-09,482,253,336,104,273,472,184,912,256,80,8,1082,237,99,34,105,86,116,192,262,173,412,99,68,286,88,39,62,23,57,31,32,39,50,37,75,47,30,136,46,33,15,24,22,27,7,
2020-05-10,481,253,343,110,279,478,185,933,262,80,8,1100,238,106,34,106,87,118,192,263,174,424,101,73,287,95,39,62,25,57,31,32,38,50,37,79,48,30,137,47,33,16,25,22,28,7,
2020-05-11,491,257,346,111,280,484,186,946,267,81,8,1119,242,115,34,108,90,119,195,265,179,444,101,73,290,102,39,63,25,59,31,32,40,51,37,80,49,31,142,48,33,16,26,22,28,7,
2020-05-12,497,259,351,115,282,482,188,971,269,82,8,1145,258,117,34,109,91,123,197,267,179,455,104,77,294,102,39,63,25,59,32,32,39,53,39,80,50,31,147,47,35,16,27,22,28,7,
2020-05-13,491,257,354,110,282,492,191,981,273,83,9,1167,265,122,34,109,92,132,198,266,177,469,106,85,296,104,41,67,25,60,31,33,39,51,39,85,48,31,150,47,36,16,29,22,28,7,
2020-05-14,491,257,358,108,284,503,201,996,278,96,9,1180,272,123,34,110,94,135,199,266,181,487,108,87,301,113,41,68,25,67,30,41,39,51,41,90,47,31,158,50,36,16,29,22,29,7,
2020-05-15,501,261,376,110,288,512,202,1021,283,108,9,1196,280,127,34,110,98,137,201,274,194,505,108,89,313,115,41,69,25,71,30,48,40,51,42,93,48,31,165,57,39,16,30,23,29,7,
2020-05-16,506,265,383,109,291,509,206,1058,293,120,9,1222,290,158,34,111,115,150,203,274,212,519,112,91,313,124,43,69,26,73,31,51,41,52,41,94,51,31,178,57,40,16,31,23,29,7,
2020-05-17,507,265,399,111,292,516,207,1095,298,122,9,1238,293,164,35,113,122,154,201,286,218,524,112,93,321,129,44,69,26,73,31,52,42,52,41,96,51,31,178,57,40,17,33,23,29,7,
2020-05-18,509,270,407,111,294,518,206,1116,299,128,9,1250,304,170,35,114,123,155,203,290,222,540,113,93,322,131,44,71,27,75,33,58,42,52,41,98,52,31,178,57,40,17,33,24,30,7,
2020-05-19,515,272,411,108,299,516,211,1145,303,134,9,1267,308,174,36,114,123,156,203,293,227,547,115,94,323,132,44,72,27,76,33,58,41,52,41,101,53,31,181,57,41,18,33,25,30,7,
2020-05-20,515,275,415,108,304,519,213,1155,314,139,9,1287,317,175,36,118,127,160,205,290,232,550,117,97,324,135,45,72,28,80,33,60,41,53,41,105,56,31,183,57,41,18,33,25,30,7,
2020-05-21,523,281,421,116,306,525,217,1180,333,152,9,1302,324,178,36,120,132,161,209,288,240,563,119,104,331,138,46,76,28,88,36,63,41,53,41,108,57,31,189,57,41,20,34,25,30,7,
2020-05-22,540,289,439,120,314,537,219,1200,359,155,9,1333,329,181,36,126,132,166,211,289,242,574,122,110,339,146,47,79,30,91,44,66,44,54,42,118,60,31,198,57,41,20,34,26,31,8,
2020-05-23,550,299,450,121,332,548,218,1231,371,158,9,1349,339,187,35,137,134,169,214,289,244,588,135,114,344,147,48,82,36,109,44,69,46,56,43,129,63,31,207,57,43,20,34,27,31,8,
2020-05-24,558,300,471,121,335,553,218,1286,377,159,9,1361,340,191,35,142,136,173,215,293,246,603,139,120,346,147,48,82,38,111,46,75,51,60,47,131,64,31,212,58,43,20,34,29,34,8,
2020-05-25,561,300,476,121,336,558,218,1300,377,160,9,1366,346,198,35,140,136,178,218,293,247,602,143,124,347,148,49,82,38,112,46,74,52,69,47,132,65,31,216,58,43,21,34,29,35,8,
2020-05-26,568,305,512,122,342,572,221,1344,382,160,10,1386,352,207,35,142,137,181,219,294,254,605,152,127,347,152,49,92,39,117,48,76,55,71,47,141,66,34,221,59,43,21,34,32,35,8,
2020-05-27,576,312,529,124,346,581,222,1364,392,163,10,1405,363,208,35,151,137,184,219,295,260,612,160,128,357,155,49,103,39,132,49,76,59,71,48,149,67,35,226,60,43,21,34,32,34,8,
2020-05-28,578,317,534,126,351,589,226,1382,395,163,10,1432,371,209,37,150,139,189,224,296,262,622,161,129,359,155,51,121,39,137,51,86,59,71,49,151,67,35,227,63,44,21,34,32,36,8,
2020-05-29,586,324,555,129,361,597,234,1461,410,168,11,1461,385,212,39,161,142,191,228,296,276,637,168,138,365,156,51,128,39,149,55,92,62,74,50,165,68,36,229,65,44,21,34,34,36,8,
2020-05-30,609,329,556,130,376,625,234,1469,417,174,14,1485,398,217,39,164,144,194,230,301,284,643,179,140,378,162,51,129,41,161,60,101,74,73,50,180,68,36,233,67,45,22,34,34,36,8,
2020-05-31,617,332,617,135,385,645,239,1619,432,179,15,1518,407,218,42,166,145,197,233,301,295,655,189,158,384,165,51,142,42,171,63,105,80,76,50,196,69,37,236,67,46,22,35,39,37,9,
2020-06-01,634,338,637,140,389,657,241,1690,454,181,16,1530,417,218,44,169,148,206,235,301,299,675,201,164,387,166,51,147,42,173,62,110,83,77,54,200,71,37,238,68,48,22,38,43,38,9,
2020-06-02,646,339,645,166,398,677,244,1751,472,181,15,1542,421,221,46,165,148,208,242,302,308,678,210,174,396,170,51,148,43,183,63,114,87,78,55,203,72,40,245,69,48,23,38,43,38,9,
2020-06-03,657,347,650,180,401,697,247,1799,489,185,15,1572,426,222,46,168,148,210,243,302,311,684,213,179,408,170,52,150,43,186,64,117,93,78,54,207,73,40,246,73,49,26,39,44,38,10,
2020-06-04,683,351,687,182,406,723,261,1854,506,194,18,1609,433,225,47,176,148,215,253,301,313,691,227,180,414,174,53,159,43,189,67,122,93,79,54,221,74,40,248,76,50,30,40,48,38,10,
2020-06-05,709,368,701,189,417,766,263,1934,536,203,19,1666,446,227,47,189,151,216,257,304,316,707,242,186,426,177,54,160,45,198,71,128,96,82,55,236,74,40,254,77,52,33,39,49,38,10,
2020-06-06,745,373,743,199,421,807,269,2012,570,208,20,1718,458,227,49,198,151,207,263,305,326,711,250,190,448,185,54,172,46,202,77,132,100,80,57,242,79,41,256,84,54,32,39,66,40,10,
2020-06-07,776,379,782,201,430,836,279,2060,618,206,21,1748,465,229,51,206,152,208,273,306,328,717,255,197,462,188,56,172,47,206,79,142,103,85,58,247,84,41,256,88,54,36,39,69,41,10,
2020-06-08,811,384,813,203,444,879,280,2175,676,211,22,1794,486,229,58,216,154,212,282,306,330,724,273,207,472,189,56,183,48,211,82,144,109,94,61,250,84,41,260,92,54,36,39,70,45,11,
2020-06-09,835,391,825,214,464,913,289,2222,720,216,23,1873,510,231,60,219,154,213,291,309,333,727,283,212,494,189,55,198,50,211,87,148,110,100,61,256,83,41,261,97,54,36,39,74,46,11,
2020-06-10,869,397,835,220,483,941,287,2371,803,219,23,1938,536,233,60,214,154,216,315,311,334,730,287,226,509,190,56,199,50,215,88,159,110,103,65,265,83,41,262,101,54,36,39,76,45,11,
2020-06-11,910,404,843,232,507,992,295,2492,849,224,24,2006,557,232,63,223,156,222,335,320,342,751,301,242,556,192,57,235,52,221,90,165,113,117,70,272,86,42,270,109,54,39,40,78,50,11,
2020-06-12,959,419,887,230,540,1049,306,2624,936,223,27,2076,580,233,62,230,158,225,346,325,343,770,309,262,580,198,58,259,54,226,93,177,114,132,73,281,88,43,274,120,54,40,40,86,50,11,
2020-06-13,1015,430,938,239,566,1098,316,2779,1037,225,30,2140,613,233,63,245,158,228,364,327,347,793,330,281,594,200,59,273,54,231,95,190,116,150,76,284,95,45,282,129,54,41,40,91,50,11,
2020-06-14,1092,444,959,246,590,1155,341,2920,1133,227,33,2215,636,236,67,265,164,232,386,335,350,814,359,296,626,201,60,304,54,236,99,198,120,164,81,291,103,46,286,140,54,45,40,92,50,11,
2020-06-15,1165,448,992,248,615,1185,347,3011,1194,231,38,2258,652,236,70,276,166,234,406,343,353,826,394,303,633,202,61,312,55,237,105,201,123,181,87,292,105,47,289,163,55,48,40,93,50,11,
2020-06-16,1230,461,1026,259,647,1217,352,3072,1297,232,46,2319,686,238,73,277,170,240,427,342,357,833,415,326,648,202,61,315,56,237,108,209,125,180,94,293,108,49,296,171,56,50,41,93,50,11,
2020-06-17,1264,469,1046,270,673,1255,361,3143,1417,233,47,2371,700,238,73,286,171,246,434,347,363,855,417,348,655,207,61,320,57,241,110,211,127,202,95,295,113,50,302,179,56,50,41,96,50,11,
2020-06-18,1403,487,1088,277,721,1300,375,3308,1560,238,48,2452,729,245,73,307,174,256,458,346,366,871,430,368,690,217,61,322,65,245,116,214,127,233,100,300,118,53,309,190,56,53,41,97,50,11,
2020-06-19,1554,503,1146,300,760,1381,400,3416,1697,246,58,2541,741,246,73,323,179,261,515,349,371,878,457,430,736,219,63,345,67,253,117,217,131,227,105,306,122,54,322,203,57,54,45,99,53,11,
2020-06-20,1728,520,1183,315,816,1456,423,3541,1818,253,62,2641,783,251,86,353,180,267,563,357,373,901,471,466,776,223,65,353,72,261,125,234,135,240,110,309,141,54,329,220,59,60,45,103,54,11,
2020-06-21,1836,532,1200,324,857,1496,441,3675,1932,257,69,2675,814,254,88,387,183,274,599,359,376,921,506,501,791,226,69,371,76,267,132,245,139,258,136,311,146,58,333,238,59,66,45,106,54,11,
2020-06-22,2044,558,1247,337,885,1518,461,3773,2055,259,73,2718,860,256,87,390,185,279,644,365,384,977,524,531,825,230,70,374,82,274,137,246,147,269,154,322,155,62,339,255,60,66,46,112,55,11,
2020-06-23,2252,571,1257,346,912,1560,483,3827,2191,266,74,2796,886,265,86,423,187,281,695,373,386,995,539,572,842,231,71,382,87,280,143,253,152,286,142,328,159,62,345,270,62,67,46,113,58,11,
2020-06-24,2417,581,1278,352,951,1625,505,4072,2372,269,74,2880,914,264,91,452,192,302,740,378,393,1014,567,642,867,237,73,392,92,287,175,258,154,303,157,335,164,68,354,278,66,76,46,121,58,11,
2020-06-25,2629,587,1312,383,983,1666,508,4198,2497,271,82,2956,947,264,99,483,191,314,805,387,395,1037,594,655,905,248,73,402,95,290,180,273,158,337,173,338,170,71,362,314,67,79,47,125,61,11,
2020-06-26,2861,608,1369,394,1012,1775,525,4391,2582,272,79,3064,989,272,100,499,194,325,854,403,405,1064,621,684,945,255,73,405,103,297,187,284,160,395,192,344,171,72,368,341,69,83,47,130,61,11,
2020-06-27,3142,615,1429,412,1066,1846,552,4546,2803,279,78,3192,1047,276,103,551,200,335,892,406,416,1104,643,751,996,263,73,448,110,297,190,295,162,426,224,354,176,73,381,372,73,84,48,136,63,11,
2020-06-28,3381,628,1472,421,1125,1901,563,4741,2987,280,82,3285,1095,283,103,594,203,345,949,407,427,1134,670,778,1003,289,73,458,121,298,221,307,171,435,244,359,191,73,383,407,75,91,48,142,65,12,
2020-06-29,3654,640,1544,447,1152,1971,578,4895,3152,288,83,3363,1156,285,106,627,206,358,1007,409,433,1159,694,809,1022,298,76,467,122,301,246,324,173,440,252,363,193,84,389,422,77,103,48,145,68,15,
2020-06-30,4027,665,1609,475,1223,2071,608,5009,3321,298,87,3518,1204,289,113,712,208,387,1069,413,445,1199,747,835,1059,304,76,493,132,302,252,329,185,458,260,366,208,90,400,471,79,113,48,154,71,17,
2020-07-01,4289,695,1663,493,1282,2161,635,5118,3550,302,99,3632,1257,293,113,773,215,406,1170,418,452,1230,777,855,1080,307,83,506,138,307,264,333,189,489,271,373,212,91,412,489,82,117,50,158,73,17,
2020-07-02,4615,708,1767,506,1325,2236,676,5371,3730,303,99,3757,1301,295,119,844,219,434,1278,423,461,1266,813,896,1115,316,86,527,142,310,270,343,201,506,290,376,214,95,413,521,86,130,58,169,74,17,
2020-07-03,5033,725,1798,519,1376,2281,742,5497,3966,305,103,3866,1406,301,118,928,224,451,1392,435,469,1296,853,921,1158,321,90,528,170,311,287,352,217,549,304,385,234,98,421,546,88,140,58,173,79,18,
2020-07-04,5376,744,1835,547,1413,2322,761,5696,4324,311,105,4013,1456,307,119,1004,226,488,1467,442,484,1355,882,942,1185,330,95,534,170,313,291,364,222,623,318,389,262,101,430,565,91,144,58,180,81,21,
2020-07-05,5651,767,1892,555,1462,2396,777,5864,4482,313,106,4127,1483,308,124,1074,235,507,1540,446,492,1384,917,979,1195,336,99,561,178,316,298,378,227,658,330,393,275,102,435,590,95,147,61,185,86,21,
2020-07-06,5979,790,1955,571,1515,2462,798,6019,4717,316,107,4216,1544,310,135,1133,239,516,1654,450,498,1415,936,1000,1208,344,100,595,188,319,312,384,232,631,334,400,280,116,441,608,99,148,64,189,87,26,
2020-07-07,6073,797,2009,574,1620,2522,824,6068,4847,319,109,4273,1573,330,134,1155,240,530,1703,454,504,1427,954,1007,1248,350,101,599,208,321,336,401,236,644,350,407,281,120,445,626,101,151,64,204,87,26,
2020-07-08,6337,807,2083,579,1685,2612,886,6235,5016,325,114,4344,1618,331,137,1230,249,545,1783,454,515,1458,983,1042,1256,356,106,649,215,327,344,411,241,691,358,421,285,127,459,644,101,154,64,216,88,28,
2020-07-09,6699,822,2158,594,1723,2677,908,6443,5205,331,117,4470,1685,331,138,1295,254,575,1908,462,519,1492,1028,1072,1305,363,108,669,221,328,355,423,247,724,373,422,294,133,465,667,106,158,73,226,93,32,
2020-07-10,6961,832,2238,612,1814,2750,943,6653,5377,335,140,4571,1760,340,141,1357,259,599,2019,463,531,1525,1066,1115,1313,370,110,697,248,328,377,432,261,729,411,432,299,138,469,692,114,160,75,235,92,36,
2020-07-11,7272,846,2363,634,1919,2834,995,6929,5585,360,148,4722,1839,337,150,1442,272,636,2106,481,548,1570,1140,1150,1373,376,121,767,258,329,393,458,273,768,428,438,304,153,481,733,130,171,83,240,101,43,
2020-07-12,7555,859,2460,657,1986,2943,1021,7145,5793,369,156,4875,1885,345,153,1527,281,697,2204,487,563,1621,1174,1181,1421,384,125,799,265,334,419,473,285,791,443,449,321,154,487,756,133,184,85,248,106,49,
2020-07-13,7835,866,2562,659,2020,3036,1067,7261,5905,377,166,4995,1949,344,157,1610,290,735,2290,489,572,1659,1226,1197,1449,397,130,824,270,335,423,475,293,799,448,459,325,162,507,765,135,199,88,258,109,51,
2020-07-14,8250,892,2648,672,2098,3151,1134,7464,6055,382,170,5229,1989,350,162,1669,300,800,2450,500,590,1728,1271,1227,1489,402,136,845,277,341,446,508,301,830,460,468,339,163,523,789,153,206,92,269,120,51,
2020-07-15,8466,906,2745,684,2176,3222,1177,7633,6243,385,176,5413,2062,356,165,1714,303,873,2512,521,610,1756,1301,1254,1582,407,142,867,291,345,462,520,307,914,475,476,344,170,538,820,156,223,92,283,122,56,
2020-07-16,8677,915,2826,707,2285,3252,1247,7856,6388,413,188,5550,2138,362,170,1770,307,903,2618,530,628,1818,1383,1282,1610,416,146,885,308,345,482,533,322,911,492,486,349,183,563,836,169,240,101,295,133,65,
2020-07-17,8971,935,2905,728,2338,3342,1299,8026,6503,417,201,5756,2203,371,176,1872,322,924,2752,538,649,1880,1437,1329,1635,426,150,943,316,349,490,550,333,932,511,491,359,186,572,884,176,247,112,308,145,71,
2020-07-18,9098,956,2950,738,2397,3504,1351,8215,6566,422,203,5930,2232,372,185,1930,332,992,2828,552,656,1901,1472,1372,1686,426,157,968,326,351,514,558,347,943,545,498,367,190,582,904,183,261,114,314,151,73,
2020-07-19,9437,993,3041,762,2488,3605,1383,8408,6720,429,218,6050,2390,379,190,2081,343,1027,2954,574,693,2004,1565,1403,1707,436,168,989,335,358,537,568,358,966,561,523,386,198,627,920,207,303,122,330,172,78,
2020-07-20,9623,1009,3117,775,2521,3653,1424,8583,6784,438,226,6216,2438,393,242,2154,350,1049,2989,579,714,2080,1595,1431,1715,441,171,1013,339,361,549,573,368,986,570,535,398,203,650,939,214,311,125,347,175,79,
2020-07-21,9785,1045,3166,797,2584,3763,1487,8728,6974,457,231,6408,2514,399,246,2165,361,1061,3092,593,751,2148,1638,1470,1810,455,176,1046,361,368,562,593,379,1021,577,551,411,224,659,961,225,320,129,360,201,85,
2020-07-22,9968,1066,3252,823,2663,3849,1519,8832,7086,457,233,6581,2571,404,249,2246,366,1109,3177,608,783,2194,1697,1484,1877,462,185,1056,381,372,607,617,397,1033,585,565,419,238,671,1003,231,328,132,379,202,85,
