,Tulsa,Oklahoma,Jackson,Cleveland,Kay,Payne,Canadian,Pawnee,Custer,Grady,Logan,McClain,Washington,Garvin,Muskogee,Noble,Pontotoc,Mayes,Wagoner,Adair,Bryan,Carter,Creek,Delaware,Osage,Pottawatomie,Stephens,Comanche,Craig,Lincoln,Okmulgee,Ottawa,Sequoyah,Caddo,Cherokee,Choctaw,Latimer,Pittsburg,Le Flore,Nowata,Garfield,Rogers,Seminole,Texas,Beckham,Cotton,Love,Greer,Unknown,Atoka,Kingfisher,Kiowa,Woodward,Grant,Major,McCurtain,Tillman,Jefferson,Beaver,Dewey,Marshall,Murray,Okfuskee,Alfalfa,Johnston,Haskell,McIntosh,Woods,Harper,Cimarron,Pushmataha,Blaine,Washita,Coal,Hughes,Ellis,Harmon,Roger Mills
2020-06-11,1372,1461,30,533,64,60,144,35,38,115,22,112,344,20,69,7,20,46,164,95,47,57,101,104,104,66,44,317,16,22,29,36,19,173,39,101,5,44,17,24,31,92,30,956,7,5,20,66,,5,12,6,9,2,6,122,23,4,29,2,13,6,6,1,4,6,14,5,1,1,6,9,2,6,3,,,
2020-06-12,1443,1517,32,539,65,72,146,36,40,116,22,114,345,20,70,8,20,50,165,95,49,57,102,107,104,67,44,319,16,22,29,36,19,173,41,102,5,43,18,25,45,93,31,963,7,5,21,66,,8,12,6,9,2,6,137,23,4,30,2,13,6,6,1,4,6,15,5,1,1,7,9,2,6,3,,,
2020-06-13,1525,1561,30,544,65,97,148,41,41,116,23,113,348,20,74,9,21,56,168,96,48,57,105,107,106,67,44,333,16,22,29,37,20,175,43,102,6,43,19,25,46,95,31,968,7,5,22,66,,8,12,6,9,2,6,143,23,4,30,2,15,6,6,1,4,6,16,5,1,1,7,9,2,6,3,,,
2020-06-14,1564,1597,30,546,65,100,150,41,41,117,23,116,348,28,77,14,21,56,169,96,48,57,106,108,112,71,45,337,16,24,30,37,21,175,48,102,6,43,20,25,47,97,31,975,8,5,23,66,,8,12,6,11,2,6,148,23,4,30,4,15,11,6,1,5,6,16,5,1,1,7,10,2,6,3,,,
2020-06-15,1653,1643,30,552,65,104,156,41,41,118,25,116,350,30,79,14,21,56,171,96,48,60,106,109,114,72,45,341,16,24,30,37,21,176,48,102,6,43,20,25,47,99,31,975,8,5,25,66,,8,13,6,11,2,6,151,23,4,30,5,16,11,6,1,5,6,16,5,1,1,7,12,2,6,3,,,
2020-06-16,1729,1673,32,564,69,142,160,41,42,118,24,118,353,33,77,18,21,59,173,96,51,60,108,111,114,75,47,339,16,27,31,41,21,176,50,105,7,43,20,26,51,100,31,975,8,5,26,66,,9,13,6,11,2,6,158,23,4,30,4,20,11,6,1,5,6,21,5,1,1,7,11,3,6,3,,,
2020-06-17,1825,1754,32,576,70,156,167,41,42,120,24,118,357,33,77,20,22,59,181,96,57,60,108,112,116,78,48,342,16,24,31,42,21,178,52,106,7,44,20,26,51,98,31,975,8,5,25,66,,9,13,6,11,2,6,166,23,4,30,4,20,13,6,1,6,6,23,5,1,1,7,11,3,6,3,,,
2020-06-18,1945,1861,32,605,72,179,175,41,46,122,25,120,361,39,80,24,24,60,189,101,64,62,118,112,124,79,48,360,17,26,32,42,21,181,58,107,7,47,25,27,53,113,31,976,8,5,25,66,,11,13,6,11,2,7,189,23,4,30,4,21,12,7,1,8,7,25,5,1,1,7,12,3,6,3,,,
2020-06-19,2070,1946,32,620,77,208,186,46,45,123,26,121,365,41,88,26,24,60,194,103,68,63,121,114,125,80,48,361,17,25,36,42,22,181,60,107,7,47,25,27,54,122,33,977,8,5,25,66,,11,17,6,12,2,7,200,23,4,30,4,21,13,6,1,8,7,27,5,1,1,8,13,3,6,3,,,
2020-06-20,2206,1990,32,640,79,215,192,47,49,123,26,124,367,43,92,26,23,65,202,104,69,66,122,115,130,83,49,364,18,25,40,43,22,180,65,107,7,48,26,27,55,123,33,978,8,5,25,66,,13,18,6,12,2,7,245,23,4,30,4,22,13,7,1,8,7,29,5,1,1,9,14,3,6,3,,,
2020-06-21,2349,2099,32,677,80,242,197,48,49,125,28,130,375,45,94,28,27,69,210,107,71,69,123,117,140,85,49,365,18,26,45,44,25,180,66,107,7,48,27,28,55,126,35,980,8,5,26,66,,13,19,6,12,2,8,302,23,4,30,4,22,13,7,1,8,7,38,5,1,1,8,14,3,6,5,1,,
2020-06-22,2392,2147,34,684,80,264,200,50,50,125,30,130,377,49,97,29,27,70,215,108,72,70,124,117,142,88,49,377,18,27,48,44,26,181,66,108,7,50,27,28,55,128,35,980,9,5,26,66,,14,19,6,12,2,8,331,23,4,30,4,23,14,11,1,9,7,40,5,1,1,8,14,3,6,5,1,,
2020-06-23,2483,2230,33,711,81,278,207,51,51,125,33,133,381,51,100,30,28,70,216,110,72,74,127,118,146,90,49,377,18,28,48,43,27,181,66,108,7,50,28,29,60,132,35,983,9,5,26,66,,14,20,6,12,2,8,349,23,4,30,4,25,14,11,1,10,7,40,5,1,1,8,14,3,6,5,1,,
2020-06-24,2742,2317,33,735,83,294,218,51,51,124,35,133,385,52,102,31,29,71,223,110,75,75,128,119,155,89,50,381,18,28,50,43,28,182,68,108,7,51,29,32,62,142,35,983,11,5,27,66,,14,21,6,12,2,8,363,23,4,30,4,25,14,11,1,10,7,43,5,1,1,8,14,3,6,6,1,,
2020-06-25,2949,2410,34,763,83,300,227,51,52,126,37,139,388,54,102,34,33,73,226,111,78,80,129,121,154,91,52,383,19,29,51,44,28,182,70,108,7,52,29,32,64,145,36,984,12,5,27,66,,14,24,6,12,2,8,385,23,5,30,4,25,15,11,1,10,7,48,5,1,1,10,14,3,6,6,1,,
2020-06-26,3103,2486,35,780,86,335,238,51,54,128,39,141,391,58,103,36,32,75,234,111,83,82,134,124,154,96,55,386,19,28,54,44,31,184,73,108,9,55,30,33,64,152,36,984,11,6,29,66,,16,25,6,12,2,8,394,23,5,30,5,25,16,12,1,10,8,49,5,1,1,10,15,3,7,7,1,,
2020-06-27,3178,2600,35,795,91,345,249,51,54,130,41,142,391,62,105,37,35,76,238,111,85,82,139,127,156,97,55,391,19,28,54,44,32,184,74,110,9,56,30,33,64,161,36,984,11,6,29,66,,18,26,6,12,2,8,406,23,5,30,5,25,18,13,1,10,8,49,5,1,1,10,14,3,7,7,1,,
2020-06-28,3251,2663,35,852,91,354,258,53,55,135,43,151,395,68,106,37,37,78,242,112,85,82,140,132,158,99,55,392,19,29,59,47,32,184,74,110,9,57,30,34,65,164,36,985,11,6,29,66,,19,27,8,12,2,8,421,23,5,30,5,25,18,14,1,10,8,50,5,1,1,10,14,3,8,10,1,,
2020-06-29,3304,2732,35,873,92,358,266,54,55,138,44,154,396,69,106,38,38,79,246,114,86,82,139,136,160,102,55,399,19,29,61,50,32,185,73,110,9,58,31,34,66,167,37,986,11,6,30,66,,19,27,8,12,2,8,436,23,6,30,5,26,19,14,1,12,9,52,5,1,1,10,14,3,8,10,1,,
2020-06-30,3424,2913,38,886,97,382,280,56,55,137,49,159,398,70,118,39,39,81,266,115,94,92,144,152,165,104,63,406,21,29,62,70,40,186,77,112,11,58,32,34,67,178,40,987,11,6,30,66,1,22,26,10,12,2,8,471,23,8,30,5,32,18,14,1,12,10,57,7,1,1,11,14,3,8,10,1,,
2020-07-01,3544,3029,38,911,98,387,289,57,54,139,49,167,400,73,123,39,42,82,269,115,100,95,147,153,168,105,63,408,22,30,62,73,40,189,79,112,11,58,33,34,68,186,41,986,11,5,30,66,,20,26,10,12,2,8,483,23,8,30,4,32,18,14,1,13,9,59,7,1,1,13,14,3,8,11,1,1,
2020-07-02,3680,3135,38,935,104,398,293,57,59,144,52,170,401,73,127,40,44,83,277,119,108,96,151,162,174,109,62,418,22,30,64,76,41,190,83,114,11,59,33,34,75,192,43,987,11,5,30,66,,22,27,10,12,2,8,501,24,9,30,4,33,18,14,1,13,10,63,7,1,1,15,14,4,8,11,1,1,
2020-07-03,3792,3263,43,1003,106,407,307,57,63,153,54,191,401,81,133,40,43,86,289,119,113,120,158,165,176,112,64,427,21,32,68,77,44,191,87,114,14,61,34,36,74,202,43,990,11,6,31,66,,24,29,11,12,2,8,522,24,10,30,4,33,18,15,1,13,11,64,6,1,1,16,14,5,8,13,1,1,
